Assuming rdf:type as type relation
Loading files... 
  Starting train_completed_TransE.txt
  Finished train_completed_TransE.txt, still running: 0
Loaded 1279868 facts in 7.42 s using 5401 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 16 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?a  playsFor  ?b  ?a  wroteMusicFor  ?b   => ?a  isCitizenOf  ?b	0.02246071	0.985422741	0.985422741	676	686	686	?a
?a  edited  ?b  ?a  wroteMusicFor  ?b   => ?a  isLeaderOf  ?b	0.949279252	0.932898802	0.932969103	24761	26542	26540	?a
?h  isLocatedIn  ?b  ?a  worksAt  ?h   => ?a  isCitizenOf  ?b	0.010898096	0.072614567	0.155009452	328	4517	2116	?a
?a  created  ?b  ?a  diedIn  ?b   => ?a  isCitizenOf  ?b	0.894773565	0.99582147	0.995931953	26930	27043	27040	?a
?a  diedIn  ?b  ?a  wroteMusicFor  ?b   => ?a  isLeaderOf  ?b	0.958480294	0.923807412	0.923807412	25001	27063	27063	?a
?a  diedIn  ?b  ?a  wroteMusicFor  ?b   => ?a  isCitizenOf  ?b	0.896900023	0.997450394	0.997450394	26994	27063	27063	?a
?a  created  ?b  ?a  wroteMusicFor  ?b   => ?a  isCitizenOf  ?b	0.905970695	0.975214592	0.984688166	27267	27960	27691	?a
?a  diedIn  ?b  ?a  edited  ?b   => ?a  isLeaderOf  ?b	0.95111946	0.93817123	0.93817123	24809	26444	26444	?a
?a  isCitizenOf  ?b  ?a  wroteMusicFor  ?b   => ?a  diedIn  ?b	0.79131123	0.986262331	0.986262331	26994	27370	27370	?a
?a  edited  ?b  ?a  wroteMusicFor  ?b   => ?a  diedIn  ?b	0.773282913	0.99385879	0.993933685	26379	26542	26540	?a
?a  isLeaderOf  ?b  ?a  wroteMusicFor  ?b   => ?a  diedIn  ?b	0.732887755	0.999600176	0.999600176	25001	25011	25011	?a
?a  playsFor  ?b  ?a  wroteMusicFor  ?b   => ?a  diedIn  ?b	0.020109636	1	1	686	686	686	?a
?a  isCitizenOf  ?b  ?a  isLeaderOf  ?b   => ?a  diedIn  ?b	0.734851816	0.998645526	0.998884284	25068	25102	25096	?a
?a  created  ?b  ?a  isLeaderOf  ?b   => ?a  diedIn  ?b	0.732975698	0.999480353	0.999480353	25004	25017	25017	?a
?a  created  ?b  ?a  wroteMusicFor  ?b   => ?a  diedIn  ?b	0.790988773	0.965057225	0.974010035	26983	27960	27703	?a
?b  hasCapital  ?h  ?a  livesIn  ?h   => ?a  isPoliticianOf  ?b	0.023809524	0.026134801	0.142322097	38	1454	267	?a
?a  graduatedFrom  ?h  ?h  isLocatedIn  ?b   => ?a  isCitizenOf  ?b	0.02189587	0.061965209	0.2059375	659	10635	3200	?a
?a  edited  ?b  ?a  isLeaderOf  ?b   => ?a  diedIn  ?b	0.727259403	0.99847064	0.99847064	24809	24847	24847	?a
?a  edited  ?b  ?a  playsFor  ?b   => ?a  diedIn  ?b	0.017647231	1	1	602	602	602	?a
?a  edited  ?b  ?a  isCitizenOf  ?b   => ?a  diedIn  ?b	0.775071087	0.992790628	0.992790628	26440	26632	26632	?a
?a  isCitizenOf  ?b  ?a  playsFor  ?b   => ?a  diedIn  ?b	0.01993375	1	1	680	680	680	?a
?a  created  ?b  ?a  edited  ?b   => ?a  diedIn  ?b	0.771817196	0.993809686	0.994222491	26329	26493	26482	?a
?a  created  ?b  ?a  isCitizenOf  ?b   => ?a  diedIn  ?b	0.789435113	0.98706154	0.98706154	26930	27283	27283	?a
?a  isMarriedTo  ?h  ?h  isPoliticianOf  ?b   => ?a  isPoliticianOf  ?b	0.013157895	0.21	0.75	21	100	28	?a
?a  hasChild  ?h  ?h  isCitizenOf  ?b   => ?a  isPoliticianOf  ?b	0.036967419	0.023656776	0.137529138	59	2494	429	?a
?a  hasChild  ?h  ?h  livesIn  ?b   => ?a  isPoliticianOf  ?b	0.010651629	0.068273092	0.146551724	17	249	116	?a
?a  created  ?b  ?a  playsFor  ?b   => ?a  diedIn  ?b	0.020549351	1	1	701	701	701	?a
?a  hasChild  ?h  ?h  isPoliticianOf  ?b   => ?a  isPoliticianOf  ?b	0.318295739	0.554585153	0.855218855	508	916	594	?a
?g  isMarriedTo  ?a  ?g  isPoliticianOf  ?b   => ?a  isPoliticianOf  ?b	0.013157895	0.205882353	0.807692308	21	102	26	?a
?h  isLocatedIn  ?b  ?a  livesIn  ?h   => ?a  isPoliticianOf  ?b	0.077067669	0.028778662	0.275784753	123	4274	446	?a
?g  hasChild  ?a  ?g  isPoliticianOf  ?b   => ?a  isPoliticianOf  ?b	0.338972431	0.584233261	0.8656	541	926	625	?a
?a  actedIn  ?b  ?a  created  ?b   => ?a  directed  ?b	0.020701843	0.326693227	0.51572327	82	251	159	?b
?a  graduatedFrom  ?h  ?h  isLocatedIn  ?b   => ?a  isPoliticianOf  ?b	0.201754386	0.030277386	0.199751861	322	10635	1612	?a
?a  hasAcademicAdvisor  ?b  ?a  isKnownFor  ?b   => ?a  happenedIn  ?b	0.085753563	1	1	5427	5427	5427	?b
?a  isKnownFor  ?b  ?a  owns  ?b   => ?a  happenedIn  ?b	0.085753563	1	1	5427	5427	5427	?b
?a  hasCapital  ?b  ?a  isKnownFor  ?b   => ?a  happenedIn  ?b	0.085753563	1	1	5427	5427	5427	?b
?a  diedIn  ?h  ?h  isLocatedIn  ?b   => ?a  isPoliticianOf  ?b	0.13283208	0.003836549	0.155197657	212	55258	1366	?a
?a  isKnownFor  ?b  ?a  participatedIn  ?b   => ?a  happenedIn  ?b	0.085706159	1	1	5424	5424	5424	?b
?a  hasCapital  ?b  ?a  owns  ?b   => ?a  happenedIn  ?b	0.917406693	0.906619404	0.908108362	58059	64039	63934	?b
?a  hasCapital  ?b  ?a  participatedIn  ?b   => ?a  hasAcademicAdvisor  ?b	0.861782535	0.999805137	0.999805137	56439	56450	56450	?a
?a  hasAcademicAdvisor  ?b  ?a  hasCapital  ?b   => ?a  happenedIn  ?b	0.918955219	0.90674795	0.907880358	58157	64138	64058	?b
?a  happenedIn  ?b  ?a  owns  ?b   => ?a  hasAcademicAdvisor  ?b	0.885556794	0.998777275	0.998777275	57996	58067	58067	?a
?a  hasAcademicAdvisor  ?b  ?a  owns  ?b   => ?a  happenedIn  ?b	0.916411213	0.901679104	0.902872266	57996	64320	64235	?b
?b  hasCapital  ?h  ?a  wasBornIn  ?h   => ?a  isPoliticianOf  ?b	0.082706767	0.002616608	0.125475285	132	50447	1052	?a
?a  owns  ?b  ?a  participatedIn  ?b   => ?a  hasAcademicAdvisor  ?b	0.865981585	0.999101559	0.999101559	56714	56765	56765	?a
?a  happenedIn  ?b  ?a  hasCapital  ?b   => ?a  hasAcademicAdvisor  ?b	0.888015147	0.990985925	0.990985925	58157	58686	58686	?a
?h  isLocatedIn  ?b  ?a  wasBornIn  ?h   => ?a  isCitizenOf  ?b	0.021796192	0.007798754	0.191142191	656	84116	3432	?a
?a  happenedIn  ?b  ?a  participatedIn  ?b   => ?a  hasAcademicAdvisor  ?b	0.784397856	1	1	51371	51371	51371	?a
?h  hasGender  ?b  ?a  influences  ?h   => ?a  hasGender  ?b	0.023184213	0.589595376	0.832962138	1122	1903	1347	?a
?a  hasChild  ?h  ?h  hasGender  ?b   => ?a  hasGender  ?b	0.023824775	0.502615519	0.714374226	1153	2294	1614	?a
?g  hasChild  ?a  ?g  hasGender  ?b   => ?a  hasGender  ?b	0.02642835	0.507539683	0.718135879	1279	2520	1781	?a
?a  hasAcademicAdvisor  ?b  ?a  isKnownFor  ?b   => ?a  owns  ?b	0.083303913	1	1	5427	5427	5427	?b
?g  hasGender  ?b  ?g  influences  ?a   => ?a  hasGender  ?b	0.030808968	0.624110506	0.883817427	1491	2389	1687	?a
?a  hasCapital  ?b  ?a  isKnownFor  ?b   => ?a  owns  ?b	0.083303913	1	1	5427	5427	5427	?b
?a  happenedIn  ?b  ?a  isKnownFor  ?b   => ?a  owns  ?b	0.083303913	1	1	5427	5427	5427	?b
?a  isKnownFor  ?b  ?a  participatedIn  ?b   => ?a  owns  ?b	0.083257863	1	1	5424	5424	5424	?b
?a  isAffiliatedTo  ?h  ?h  isLocatedIn  ?b   => ?a  isPoliticianOf  ?b	0.166666667	0.00312897	0.216436127	266	85012	1229	?a
?h  isLocatedIn  ?b  ?a  wasBornIn  ?h   => ?a  isPoliticianOf  ?b	0.241854637	0.004588901	0.237977805	386	84116	1622	?a
?a  hasAcademicAdvisor  ?b  ?a  hasCapital  ?b   => ?a  owns  ?b	0.980981473	0.996413982	0.996413982	63908	64138	64138	?b
?a  hasCapital  ?b  ?a  participatedIn  ?b   => ?a  happenedIn  ?b	0.811727712	0.910026572	0.910413639	51371	56450	56426	?b
?h  hasWonPrize  ?b  ?a  isMarriedTo  ?h   => ?a  hasWonPrize  ?b	0.012192394	0.116266667	0.263285024	218	1875	828	?a
?a  hasChild  ?h  ?h  hasWonPrize  ?b   => ?a  hasWonPrize  ?b	0.020022371	0.147750722	0.264011799	358	2423	1356	?a
?h  hasWonPrize  ?b  ?a  influences  ?h   => ?a  hasWonPrize  ?b	0.014149888	0.060209424	0.156753408	253	4202	1614	?a
?a  hasCapital  ?b  ?a  owns  ?b   => ?a  hasAcademicAdvisor  ?b	0.97582874	0.997954372	0.997954372	63908	64039	64039	?a
?g  hasWonPrize  ?b  ?g  influences  ?a   => ?a  hasWonPrize  ?b	0.014597315	0.065054835	0.148295455	261	4012	1760	?a
?g  hasChild  ?a  ?g  hasWonPrize  ?b   => ?a  hasWonPrize  ?b	0.02114094	0.151807229	0.259793814	378	2490	1455	?a
?a  hasAcademicAdvisor  ?h  ?h  hasGender  ?b   => ?a  hasGender  ?b	0.010868891	0.52442672	0.733612273	526	1003	717	?a
?g  hasWonPrize  ?b  ?g  isMarriedTo  ?a   => ?a  hasWonPrize  ?b	0.012416107	0.115204982	0.269417476	222	1927	824	?a
?a  created  ?b  ?a  playsFor  ?b   => ?a  wroteMusicFor  ?b	0.021285178	0.978601997	0.978601997	686	701	701	?b
?a  hasAcademicAdvisor  ?b  ?a  participatedIn  ?b   => ?a  happenedIn  ?b	0.811727712	0.904928833	0.905215859	51371	56768	56750	?b
?a  owns  ?b  ?a  participatedIn  ?b   => ?a  happenedIn  ?b	0.811727712	0.904976658	0.905407311	51371	56765	56738	?b
?a  happenedIn  ?b  ?a  hasCapital  ?b   => ?a  owns  ?b	0.891199902	0.989316021	0.989316021	58059	58686	58686	?b
?a  edited  ?b  ?a  playsFor  ?b   => ?a  wroteMusicFor  ?b	0.01867883	1	1	602	602	602	?b
?a  hasAcademicAdvisor  ?b  ?a  participatedIn  ?b   => ?a  owns  ?b	0.870554285	0.99904876	0.99904876	56714	56768	56768	?b
?a  isCitizenOf  ?b  ?a  playsFor  ?b   => ?a  wroteMusicFor  ?b	0.020974898	0.994117647	0.994117647	676	680	680	?b
?a  hasCapital  ?b  ?a  participatedIn  ?b   => ?a  owns  ?b	0.866486561	0.999982285	0.999982285	56449	56450	56450	?b
?a  edited  ?b  ?a  isCitizenOf  ?b   => ?a  wroteMusicFor  ?b	0.823078594	0.996057375	0.996057375	26527	26632	26632	?b
?a  created  ?b  ?a  edited  ?b   => ?a  wroteMusicFor  ?b	0.821278972	0.9990941	0.999358151	26469	26493	26486	?b
?a  edited  ?b  ?a  isLeaderOf  ?b   => ?a  wroteMusicFor  ?b	0.768283223	0.996538818	0.996538818	24761	24847	24847	?b
?a  happenedIn  ?b  ?a  hasAcademicAdvisor  ?b   => ?a  owns  ?b	0.890232858	0.996837401	0.996837401	57996	58180	58180	?b
?a  hasCapital  ?b  ?a  isKnownFor  ?b   => ?a  participatedIn  ?b	0.089325121	0.999447208	0.999447208	5424	5427	5427	?b
?a  hasAcademicAdvisor  ?b  ?a  isKnownFor  ?b   => ?a  participatedIn  ?b	0.089325121	0.999447208	0.999447208	5424	5427	5427	?b
?a  happenedIn  ?b  ?a  isKnownFor  ?b   => ?a  participatedIn  ?b	0.089325121	0.999447208	0.999447208	5424	5427	5427	?b
?a  isKnownFor  ?b  ?a  owns  ?b   => ?a  participatedIn  ?b	0.089325121	0.999447208	0.999447208	5424	5427	5427	?b
?a  diedIn  ?b  ?a  isLeaderOf  ?b   => ?a  wroteMusicFor  ?b	0.775729933	0.992772902	0.992891183	25001	25183	25180	?b
?a  isCitizenOf  ?b  ?a  isLeaderOf  ?b   => ?a  wroteMusicFor  ?b	0.775171429	0.995259342	0.99553696	24983	25102	25095	?b
?a  happenedIn  ?b  ?a  participatedIn  ?b   => ?a  owns  ?b	0.788539764	1	1	51371	51371	51371	?b
?a  created  ?b  ?a  isLeaderOf  ?b   => ?a  wroteMusicFor  ?b	0.775047318	0.998481033	0.998481033	24979	25017	25017	?b
?a  created  ?b  ?a  diedIn  ?b   => ?a  wroteMusicFor  ?b	0.837227342	0.997781311	0.997892012	26983	27043	27040	?b
?a  diedIn  ?b  ?a  isCitizenOf  ?b   => ?a  wroteMusicFor  ?b	0.837568649	0.996015054	0.996015054	26994	27102	27102	?b
?a  diedIn  ?b  ?a  edited  ?b   => ?a  wroteMusicFor  ?b	0.818486456	0.997541975	0.997541975	26379	26444	26444	?b
?a  created  ?b  ?a  isCitizenOf  ?b   => ?a  wroteMusicFor  ?b	0.846039281	0.999413554	0.999413554	27267	27283	27283	?b
?a  happenedIn  ?b  ?a  owns  ?b   => ?a  participatedIn  ?b	0.846003096	0.884684933	0.884684933	51371	58067	58067	?b
?a  hasCapital  ?b  ?a  owns  ?b   => ?a  participatedIn  ?b	0.929630118	0.881478474	0.881478474	56449	64039	64039	?b
?a  happenedIn  ?b  ?a  hasCapital  ?b   => ?a  participatedIn  ?b	0.846003096	0.875353577	0.875353577	51371	58686	58686	?b
?a  hasAcademicAdvisor  ?b  ?a  owns  ?b   => ?a  participatedIn  ?b	0.933994269	0.881747512	0.881747512	56714	64320	64320	?b
?a  happenedIn  ?b  ?a  hasAcademicAdvisor  ?b   => ?a  participatedIn  ?b	0.846003096	0.882966655	0.882966655	51371	58180	58180	?b
?a  hasAcademicAdvisor  ?b  ?a  hasCapital  ?b   => ?a  participatedIn  ?b	0.929465433	0.879961957	0.879961957	56439	64138	64138	?b
?a  happenedIn  ?b  ?a  owns  ?b   => ?a  hasCapital  ?b	0.868795547	0.999862228	0.999862228	58059	58067	58067	?a
?a  owns  ?b  ?a  participatedIn  ?b   => ?a  hasCapital  ?b	0.844703488	0.994433189	0.994433189	56449	56765	56765	?a
?a  happenedIn  ?b  ?a  hasAcademicAdvisor  ?b   => ?a  hasCapital  ?b	0.87026202	0.999604675	0.999604675	58157	58180	58180	?a
?a  hasAcademicAdvisor  ?b  ?a  participatedIn  ?b   => ?a  hasCapital  ?b	0.844553848	0.994204481	0.994204481	56439	56768	56768	?a
?a  hasAcademicAdvisor  ?b  ?a  owns  ?b   => ?a  hasCapital  ?b	0.95632005	0.993594527	0.993594527	63908	64320	64320	?a
?a  happenedIn  ?b  ?a  participatedIn  ?b   => ?a  hasCapital  ?b	0.768716237	1	1	51371	51371	51371	?a
?g  isLocatedIn  ?a  ?g  isLocatedIn  ?b   => ?a  isLocatedIn  ?b	0.125570164	0.117215924	0.133688151	8892	75860	66513	?a
?h  isLocatedIn  ?b  ?a  isLocatedIn  ?h   => ?a  isLocatedIn  ?b	0.23978648	0.169420498	0.169420498	16980	100224	100224	?a
Mining done in 1 min, 32 s
Total time 1 min, 40 s
310 rules mined.
