Assuming rdf:type as type relation
Loading files... 
  Starting train_completed_TransE.txt
  Finished train_completed_TransE.txt, still running: 0
Loaded 3427379 facts in 22.58 s using 9119 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 16 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?a  DRUG_CATALYSIS_GENE  ?h  ?b  GENE_PTMOD_GENE  ?h   => ?a  DRUG_REACTION_GENE  ?b	0.021810482	0.095791676	0.197507191	412	4301	2086	?b
?a  DRUG_REACTION_GENE  ?h  ?b  GENE_ACTIVATION_GENE  ?h   => ?a  DRUG_REACTION_GENE  ?b	0.061461091	0.058335846	0.155234657	1161	19902	7479	?b
?a  GENE_ACTIVATION_GENE  ?h  ?b  GENE_BINDING_GENE  ?h   => ?a  GENE_ACTIVATION_GENE  ?b	0.824180802	0.052891014	0.106043042	16374	309580	154409	?b
?a  DRUG_REACTION_GENE  ?h  ?b  GENE_INHIBITION_GENE  ?h   => ?a  DRUG_REACTION_GENE  ?b	0.025463208	0.038625231	0.209951986	481	12453	2291	?b
?a  DRUG_CATALYSIS_GENE  ?h  ?b  GENE_ACTIVATION_GENE  ?h   => ?a  DRUG_REACTION_GENE  ?b	0.041768131	0.060501495	0.117218838	789	13041	6731	?b
?a  DRUG_CATALYSIS_GENE  ?h  ?b  GENE_INHIBITION_GENE  ?h   => ?a  DRUG_REACTION_GENE  ?b	0.01858126	0.065072303	0.202890173	351	5394	1730	?b
?a  DRUG_REACTION_GENE  ?h  ?b  GENE_PTMOD_GENE  ?h   => ?a  DRUG_REACTION_GENE  ?b	0.020698782	0.042948155	0.158813972	391	9104	2462	?b
?a  DRUG_REACTION_GENE  ?g  ?g  GENE_INHIBITION_GENE  ?b   => ?a  DRUG_REACTION_GENE  ?b	0.031021705	0.087124591	0.18427673	586	6726	3180	?b
?a  DRUG_CATALYSIS_GENE  ?g  ?g  GENE_INHIBITION_GENE  ?b   => ?a  DRUG_REACTION_GENE  ?b	0.024616199	0.10577798	0.149421594	465	4396	3112	?b
?a  DRUG_CATALYSIS_GENE  ?h  ?h  GENE_PTMOD_GENE  ?b   => ?a  DRUG_REACTION_GENE  ?b	0.021334039	0.074491682	0.11074471	403	5410	3639	?b
?a  DRUG_CATALYSIS_GENE  ?h  ?h  GENE_ACTIVATION_GENE  ?b   => ?a  DRUG_REACTION_GENE  ?b	0.039280042	0.092116698	0.204633205	742	8055	3626	?b
?a  DRUG_REACTION_GENE  ?g  ?g  GENE_PTMOD_GENE  ?b   => ?a  DRUG_REACTION_GENE  ?b	0.020434092	0.089476124	0.139551699	386	4314	2766	?b
?a  DRUG_REACTION_GENE  ?g  ?g  GENE_ACTIVATION_GENE  ?b   => ?a  DRUG_REACTION_GENE  ?b	0.0541027	0.066701475	0.166829905	1022	15322	6126	?b
?a  DRUG_REACTION_GENE  ?h  ?b  GENE_BINDING_GENE  ?h   => ?a  DRUG_REACTION_GENE  ?b	0.709687665	0.074805676	0.205314343	13406	179211	65295	?b
?h  GENE_PATHWAY  ?b  ?a  GENE_PTMOD_GENE  ?h   => ?a  GENE_PATHWAY  ?b	0.100099118	0.114527556	0.115671642	9796	85534	84688	?a
?a  GENE_DIS  ?h  ?b  IS_A  ?h   => ?a  GENE_DIS  ?b	0.163333333	0.121890547	0.433628319	392	3216	904	?b
?a  GENE_DIS  ?h  ?h  IS_A  ?b   => ?a  GENE_DIS  ?b	0.050833333	0.06991404	0.4	122	1745	305	?b
?a  DRUG_REACTION_GENE  ?h  ?b  GENE_CATALYSIS_GENE  ?h   => ?a  DRUG_REACTION_GENE  ?b	0.681736368	0.075870317	0.194929236	12878	169737	66065	?b
?g  GENE_ACTIVATION_GENE  ?a  ?g  GENE_PATHWAY  ?b   => ?a  GENE_PATHWAY  ?b	0.191563717	0.120085322	0.122904552	18747	156114	152533	?a
?a  GENE_INHIBITION_GENE  ?h  ?h  GENE_PATHWAY  ?b   => ?a  GENE_PATHWAY  ?b	0.107670928	0.115659027	0.129702117	10537	91104	81240	?a
?a  DRUG_REACTION_GENE  ?h  ?b  GENE_REACTION_GENE  ?h   => ?a  DRUG_REACTION_GENE  ?b	0.738750662	0.075588512	0.19375755	13955	184618	72023	?b
?a  DRUG_CATALYSIS_GENE  ?h  ?h  GENE_BINDING_GENE  ?b   => ?a  DRUG_REACTION_GENE  ?b	0.164584436	0.034409102	0.111979542	3109	90354	27764	?b
?g  GENE_PATHWAY  ?b  ?g  GENE_PTMOD_GENE  ?a   => ?a  GENE_PATHWAY  ?b	0.099220339	0.115056936	0.122703263	9710	84393	79134	?a
?b  GENE_CATALYSIS_GENE  ?a  ?b  GENE_INHIBITION_GENE  ?a   => ?a  GENE_INHIBITION_GENE  ?b	0.049173893	0.468866962	0.514179104	1378	2939	2680	?b
?b  GENE_GENE  ?a  ?b  GENE_INHIBITION_GENE  ?a   => ?a  GENE_INHIBITION_GENE  ?b	0.047496699	0.293430335	0.438261442	1331	4536	3037	?b
?g  GENE_INHIBITION_GENE  ?a  ?g  GENE_PATHWAY  ?b   => ?a  GENE_PATHWAY  ?b	0.128015695	0.163514625	0.181058778	12528	76617	69193	?a
?b  GENE_INHIBITION_GENE  ?a  ?b  GENE_REACTION_GENE  ?a   => ?a  GENE_INHIBITION_GENE  ?b	0.049744852	0.50125854	0.528430629	1394	2781	2638	?b
?a  DRUG_REACTION_GENE  ?g  ?g  GENE_REACTION_GENE  ?b   => ?a  DRUG_REACTION_GENE  ?b	0.7388036	0.07402771	0.190177695	13956	188524	73384	?b
?b  GENE_INHIBITION_GENE  ?a  ?a  GENE_REACTION_GENE  ?b   => ?a  GENE_INHIBITION_GENE  ?b	0.049744852	0.498569385	0.524454477	1394	2796	2658	?b
?a  DRUG_REACTION_GENE  ?g  ?g  GENE_CATALYSIS_GENE  ?b   => ?a  DRUG_REACTION_GENE  ?b	0.691741662	0.086963177	0.199046429	13067	150259	65648	?b
?a  GENE_GENE  ?b  ?b  GENE_INHIBITION_GENE  ?a   => ?a  GENE_INHIBITION_GENE  ?b	0.047496699	0.292270531	0.431862427	1331	4554	3082	?b
?a  GENE_CATALYSIS_GENE  ?b  ?b  GENE_INHIBITION_GENE  ?a   => ?a  GENE_INHIBITION_GENE  ?b	0.049173893	0.523357387	0.546391753	1378	2633	2522	?b
?a  GENE_ACTIVATION_GENE  ?b  ?a  GENE_GENE  ?b   => ?a  GENE_INHIBITION_GENE  ?b	0.011990151	0.027136165	0.102096627	336	12382	3291	?b
?a  GENE_ACTIVATION_GENE  ?h  ?h  GENE_PATHWAY  ?b   => ?a  GENE_PATHWAY  ?b	0.184676538	0.109882293	0.113007103	18073	164476	159928	?a
?a  DRUG_REACTION_GENE  ?h  ?b  GENE_GENE  ?h   => ?a  DRUG_REACTION_GENE  ?b	0.757543674	0.038694814	0.134884203	14310	369817	106091	?b
?a  GENE_BINDING_GENE  ?b  ?a  GENE_PTMOD_GENE  ?b   => ?a  GENE_INHIBITION_GENE  ?b	0.733825786	0.978073722	0.98633028	20564	21025	20849	?b
?a  DRUG_CATALYSIS_GENE  ?h  ?b  GENE_BINDING_GENE  ?h   => ?a  DRUG_REACTION_GENE  ?b	0.164531498	0.034965743	0.117433689	3108	88887	26466	?b
?a  DRUG_REACTION_GENE  ?g  ?g  GENE_BINDING_GENE  ?b   => ?a  DRUG_REACTION_GENE  ?b	0.714134463	0.076737109	0.2091019	13490	175795	64514	?b
?h  GENE_INHIBITION_GENE  ?a  ?b  GENE_INHIBITION_GENE  ?h   => ?a  GENE_INHIBITION_GENE  ?b	0.120294044	0.204241139	0.29590941	3371	16505	11392	?b
?a  GENE_INHIBITION_GENE  ?h  ?b  GENE_PTMOD_GENE  ?h   => ?a  GENE_INHIBITION_GENE  ?b	0.015630018	0.01314802	0.101765799	438	33313	4304	?b
?a  GENE_INHIBITION_GENE  ?h  ?b  GENE_INHIBITION_GENE  ?h   => ?a  GENE_INHIBITION_GENE  ?b	0.147057774	0.089750849	0.309407613	4121	45916	13319	?b
?a  DRUG_REACTION_GENE  ?g  ?g  GENE_GENE  ?b   => ?a  DRUG_REACTION_GENE  ?b	0.756590789	0.038596984	0.133548875	14292	370288	107017	?b
?b  GENE_BINDING_GENE  ?h  ?a  GENE_INHIBITION_GENE  ?h   => ?a  GENE_INHIBITION_GENE  ?b	0.223423616	0.032943095	0.11633438	6261	190055	53819	?b
?h  GENE_INHIBITION_GENE  ?b  ?a  GENE_INHIBITION_GENE  ?h   => ?a  GENE_INHIBITION_GENE  ?b	0.175106163	0.297303847	0.297303847	4907	16505	16505	?b
?a  GENE_INHIBITION_GENE  ?h  ?b  GENE_REACTION_GENE  ?h   => ?a  GENE_INHIBITION_GENE  ?b	0.21892731	0.039318354	0.115176661	6135	156034	53266	?b
?b  GENE_CATALYSIS_GENE  ?h  ?a  GENE_INHIBITION_GENE  ?h   => ?a  GENE_INHIBITION_GENE  ?b	0.208935517	0.035579728	0.105154454	5855	164560	55680	?b
?h  GENE_BINDING_GENE  ?b  ?a  GENE_INHIBITION_GENE  ?h   => ?a  GENE_INHIBITION_GENE  ?b	0.22467259	0.037652575	0.112813346	6296	167213	55809	?b
?a  GENE_CATALYSIS_GENE  ?b  ?b  GENE_PTMOD_GENE  ?a   => ?a  GENE_PTMOD_GENE  ?b	0.01525	0.658273381	0.675276753	366	556	542	?b
?a  GENE_GENE  ?b  ?b  GENE_PTMOD_GENE  ?a   => ?a  GENE_PTMOD_GENE  ?b	0.057541667	0.652338214	0.668441433	1381	2117	2066	?b
?a  GENE_INHIBITION_GENE  ?h  ?h  GENE_REACTION_GENE  ?b   => ?a  GENE_INHIBITION_GENE  ?b	0.219676694	0.038235075	0.113195057	6156	161004	54384	?b
?b  GENE_GENE  ?a  ?b  GENE_PTMOD_GENE  ?a   => ?a  GENE_PTMOD_GENE  ?b	0.057541667	0.648356808	0.665863067	1381	2130	2074	?b
?a  GENE_BINDING_GENE  ?b  ?b  GENE_PTMOD_GENE  ?a   => ?a  GENE_PTMOD_GENE  ?b	0.012416667	0.669662921	0.683486239	298	445	436	?b
?b  GENE_CATALYSIS_GENE  ?a  ?b  GENE_PTMOD_GENE  ?a   => ?a  GENE_PTMOD_GENE  ?b	0.01525	0.64893617	0.665454545	366	564	550	?b
?a  GENE_BINDING_GENE  ?b  ?a  GENE_INHIBITION_GENE  ?b   => ?a  GENE_PTMOD_GENE  ?b	0.856833333	0.902088086	0.970870119	20564	22796	21181	?b
?h  GENE_CATALYSIS_GENE  ?b  ?a  GENE_INHIBITION_GENE  ?h   => ?a  GENE_INHIBITION_GENE  ?b	0.209185312	0.042890381	0.110580823	5862	136674	53011	?b
?h  GENE_OVEREXPRESSED_ANATOMY  ?b  ?a  GENE_PTMOD_GENE  ?h   => ?a  GENE_OVEREXPRESSED_ANATOMY  ?b	0.018133854	0.104375897	0.109050028	1746	16728	16011	?a
?a  GENE_INHIBITION_GENE  ?h  ?h  GENE_OVEREXPRESSED_ANATOMY  ?b   => ?a  GENE_OVEREXPRESSED_ANATOMY  ?b	0.023191808	0.099950763	0.107345448	2233	22341	20802	?a
?g  GENE_OVEREXPRESSED_ANATOMY  ?b  ?g  GENE_PTMOD_GENE  ?a   => ?a  GENE_OVEREXPRESSED_ANATOMY  ?b	0.017697644	0.102811633	0.106780298	1704	16574	15958	?a
?g  GENE_ACTIVATION_GENE  ?a  ?g  GENE_OVEREXPRESSED_ANATOMY  ?b   => ?a  GENE_OVEREXPRESSED_ANATOMY  ?b	0.042852395	0.076065114	0.105786734	4126	54243	39003	?a
?g  GENE_INHIBITION_GENE  ?a  ?g  GENE_OVEREXPRESSED_ANATOMY  ?b   => ?a  GENE_OVEREXPRESSED_ANATOMY  ?b	0.025860995	0.0953402	0.104101342	2490	26117	23919	?a
?h  DIS_PHENOTYPE  ?b  ?a  GENE_DIS  ?h   => ?a  GENE_PHENOTYPE  ?b	0.03732537	0.435823564	0.439755413	4387	10066	9976	?b
?a  GENE_PTMOD_GENE  ?h  ?h  GENE_UNDEREXPRESSED_ANATOMY  ?b   => ?a  GENE_UNDEREXPRESSED_ANATOMY  ?b	0.015462701	0.096542945	0.108370309	1441	14926	13297	?a
?g  GENE_PTMOD_GENE  ?a  ?g  GENE_UNDEREXPRESSED_ANATOMY  ?b   => ?a  GENE_UNDEREXPRESSED_ANATOMY  ?b	0.015022749	0.09340806	0.101996212	1400	14988	13726	?a
?g  GENE_ACTIVATION_GENE  ?a  ?g  GENE_UNDEREXPRESSED_ANATOMY  ?b   => ?a  GENE_UNDEREXPRESSED_ANATOMY  ?b	0.0359151	0.066289042	0.103615875	3347	50491	32302	?a
?b  DRUG_CATALYSIS_GENE  ?h  ?h  GENE_BINDING_GENE  ?a   => ?a  GENE_DRUG  ?b	0.073870788	0.109779312	0.110126681	9919	90354	90069	?b
?b  DRUG_CATALYSIS_GENE  ?h  ?a  GENE_BINDING_GENE  ?h   => ?a  GENE_DRUG  ?b	0.074518712	0.112569892	0.112929439	10006	88887	88604	?b
?b  DRUG_REACTION_GENE  ?h  ?a  GENE_ACTIVATION_GENE  ?h   => ?a  GENE_DRUG  ?b	0.014626699	0.098683549	0.105313958	1964	19902	18649	?b
?b  DRUG_REACTION_GENE  ?h  ?h  GENE_ACTIVATION_GENE  ?a   => ?a  GENE_DRUG  ?b	0.010999814	0.096397337	0.101707754	1477	15322	14522	?b
?a  DRUG_BINDACT_GENE  ?b  ?a  DRUG_REACTION_GENE  ?b   => ?a  DRUG_BINDING_GENE  ?b	0.029465319	0.996565934	0.996565934	4353	4368	4368	?a
?a  DRUG_BINDINH_GENE  ?b  ?a  DRUG_REACTION_GENE  ?b   => ?a  DRUG_BINDING_GENE  ?b	0.029296095	0.998615598	0.998615598	4328	4334	4334	?a
?a  DRUG_ACTIVATION_GENE  ?b  ?a  DRUG_BINDINH_GENE  ?b   => ?a  DRUG_BINDING_GENE  ?b	0.029505933	0.996342857	0.996342857	4359	4375	4375	?a
?a  DRUG_ACTIVATION_GENE  ?b  ?a  DRUG_REACTION_GENE  ?b   => ?a  DRUG_BINDING_GENE  ?b	0.029979761	0.973406593	0.974048823	4429	4550	4547	?a
?a  DRUG_BINDACT_GENE  ?b  ?a  DRUG_BINDINH_GENE  ?b   => ?a  DRUG_BINDING_GENE  ?b	0.029275788	0.997693195	0.997693195	4325	4335	4335	?a
?a  DRUG_ACTIVATION_GENE  ?b  ?a  DRUG_BINDACT_GENE  ?b   => ?a  DRUG_BINDING_GENE  ?b	0.029959454	0.989271346	0.990378161	4426	4474	4469	?a
?b  GENE_ACTIVATION_GENE  ?a  ?a  GENE_REACTION_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.015175611	0.595274102	0.595386652	3149	5290	5289	?b
?b  GENE_ACTIVATION_GENE  ?a  ?a  GENE_CATALYSIS_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.014259966	0.625581395	0.625713682	2959	4730	4729	?b
?b  GENE_ACTIVATION_GENE  ?a  ?b  GENE_REACTION_GENE  ?a   => ?a  GENE_BINDING_GENE  ?b	0.014987663	0.586460494	0.586571105	3110	5303	5302	?b
?b  GENE_ACTIVATION_GENE  ?a  ?a  GENE_ACTIVATION_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.012809392	0.623943662	0.625117592	2658	4260	4252	?b
?b  GENE_ACTIVATION_GENE  ?a  ?b  GENE_GENE  ?a   => ?a  GENE_BINDING_GENE  ?b	0.017006901	0.285010499	0.339424834	3529	12382	10397	?b
?b  GENE_ACTIVATION_GENE  ?a  ?b  GENE_CATALYSIS_GENE  ?a   => ?a  GENE_BINDING_GENE  ?b	0.015262356	0.561823665	0.563924501	3167	5637	5616	?b
?a  GENE_INHIBITION_GENE  ?b  ?a  GENE_PTMOD_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.099101704	0.997574464	0.997574464	20564	20614	20614	?b
?a  GENE_ACTIVATION_GENE  ?b  ?b  GENE_CATALYSIS_GENE  ?a   => ?a  GENE_BINDING_GENE  ?b	0.014245509	0.624947146	0.626403899	2956	4730	4719	?b
?a  GENE_ACTIVATION_GENE  ?b  ?a  GENE_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.01706955	0.28606041	0.295881714	3542	12382	11971	?b
?a  GENE_ACTIVATION_GENE  ?b  ?a  GENE_REACTION_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.015050312	0.588911937	0.59271209	3123	5303	5269	?b
?a  GENE_ACTIVATION_GENE  ?b  ?a  GENE_CATALYSIS_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.015214165	0.560049672	0.561344239	3157	5637	5624	?b
?a  GENE_ACTIVATION_GENE  ?b  ?b  GENE_REACTION_GENE  ?a   => ?a  GENE_BINDING_GENE  ?b	0.01518043	0.595463138	0.599315068	3150	5290	5256	?b
?b  GENE_BINDING_GENE  ?a  ?a  GENE_CATALYSIS_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.190849333	0.648989692	0.649138623	39602	61021	61007	?b
?b  GENE_CATALYSIS_GENE  ?a  ?b  GENE_GENE  ?a   => ?a  GENE_BINDING_GENE  ?b	0.182189259	0.306838842	0.31303563	37805	123208	120769	?b
?b  GENE_REACTION_GENE  ?a  ?a  GENE_REACTION_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.271392359	0.346876174	0.366171632	56315	162349	153794	?b
?b  GENE_BINDING_GENE  ?a  ?b  GENE_REACTION_GENE  ?a   => ?a  GENE_BINDING_GENE  ?b	0.273151361	0.648097329	0.648327138	56680	87456	87425	?b
?b  GENE_GENE  ?a  ?a  GENE_REACTION_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.26104557	0.345725975	0.365116812	54168	156679	148358	?b
?h  GENE_INHIBITION_GENE  ?a  ?b  GENE_INHIBITION_GENE  ?h   => ?a  GENE_BINDING_GENE  ?b	0.016679197	0.209694032	0.219147724	3461	16505	15793	?b
?b  GENE_BINDING_GENE  ?a  ?b  GENE_GENE  ?a   => ?a  GENE_BINDING_GENE  ?b	0.361732786	0.650103932	0.651876748	75061	115460	115146	?b
?a  GENE_ACTIVATION_GENE  ?h  ?b  GENE_INHIBITION_GENE  ?h   => ?a  GENE_BINDING_GENE  ?b	0.011190146	0.097436113	0.107053942	2322	23831	21690	?b
?b  GENE_GENE  ?a  ?a  GENE_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.37925052	0.225588868	0.256945555	78696	348847	306275	?b
?a  GENE_INHIBITION_GENE  ?h  ?b  GENE_INHIBITION_GENE  ?h   => ?a  GENE_BINDING_GENE  ?b	0.023816408	0.107631327	0.225971651	4942	45916	21870	?b
?b  GENE_CATALYSIS_GENE  ?a  ?a  GENE_CATALYSIS_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.174300254	0.330256129	0.332811896	36168	109515	108674	?b
?b  GENE_ACTIVATION_GENE  ?h  ?a  GENE_INHIBITION_GENE  ?h   => ?a  GENE_BINDING_GENE  ?b	0.011296168	0.09835928	0.103556439	2344	23831	22635	?b
?h  GENE_ACTIVATION_GENE  ?a  ?b  GENE_ACTIVATION_GENE  ?h   => ?a  GENE_BINDING_GENE  ?b	0.040495605	0.147108769	0.152579304	8403	57121	55073	?b
?a  GENE_ACTIVATION_GENE  ?h  ?b  GENE_ACTIVATION_GENE  ?h   => ?a  GENE_BINDING_GENE  ?b	0.075579266	0.212714301	0.220943338	15683	73728	70982	?b
?h  GENE_INHIBITION_GENE  ?b  ?a  GENE_INHIBITION_GENE  ?h   => ?a  GENE_BINDING_GENE  ?b	0.01642378	0.206482884	0.208325692	3408	16505	16359	?b
?b  GENE_BINDING_GENE  ?a  ?a  GENE_REACTION_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.273151361	0.647386696	0.6476234	56680	87552	87520	?b
?h  GENE_ACTIVATION_GENE  ?b  ?a  GENE_ACTIVATION_GENE  ?h   => ?a  GENE_BINDING_GENE  ?b	0.040461871	0.146986222	0.151787974	8396	57121	55314	?b
?b  GENE_BINDING_GENE  ?a  ?a  GENE_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.361732786	0.648441549	0.650272893	75061	115756	115430	?b
?g  GENE_ACTIVATION_GENE  ?b  ?a  GENE_REACTION_GENE  ?g   => ?a  GENE_BINDING_GENE  ?b	0.13888407	0.10373674	0.107156535	28819	277809	268943	?b
?g  GENE_ACTIVATION_GENE  ?b  ?a  GENE_BINDING_GENE  ?g   => ?a  GENE_BINDING_GENE  ?b	0.150888658	0.095714404	0.100468489	31310	327119	311640	?b
?g  GENE_ACTIVATION_GENE  ?b  ?g  GENE_CATALYSIS_GENE  ?a   => ?a  GENE_BINDING_GENE  ?b	0.128571015	0.112090516	0.115719435	26679	238013	230549	?b
?g  GENE_ACTIVATION_GENE  ?b  ?g  GENE_REACTION_GENE  ?a   => ?a  GENE_BINDING_GENE  ?b	0.137496145	0.103905516	0.107442778	28531	274586	265546	?b
?g  GENE_ACTIVATION_GENE  ?a  ?g  GENE_ACTIVATION_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.133573329	0.106106777	0.111086173	27717	261218	249509	?b
?a  GENE_BINDING_GENE  ?g  ?g  GENE_INHIBITION_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.082027334	0.135606049	0.137420173	17021	125518	123861	?b
?a  GENE_CATALYSIS_GENE  ?g  ?g  GENE_INHIBITION_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.064157799	0.103687031	0.10461507	13313	128396	127257	?b
?g  GENE_INHIBITION_GENE  ?b  ?g  GENE_REACTION_GENE  ?a   => ?a  GENE_BINDING_GENE  ?b	0.076258771	0.123878564	0.125078055	15824	127738	126513	?b
?g  GENE_CATALYSIS_GENE  ?a  ?g  GENE_INHIBITION_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.073001002	0.127270589	0.128141575	15148	119022	118213	?b
?g  GENE_INHIBITION_GENE  ?a  ?g  GENE_INHIBITION_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.067964955	0.142721247	0.143495248	14103	98815	98282	?b
?g  GENE_INHIBITION_GENE  ?b  ?a  GENE_REACTION_GENE  ?g   => ?a  GENE_BINDING_GENE  ?b	0.076167206	0.127623323	0.128854213	15805	123841	122658	?b
?g  GENE_BINDING_GENE  ?a  ?g  GENE_INHIBITION_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.082403231	0.111473294	0.112804375	17099	153391	151581	?b
?b  GENE_BINDING_GENE  ?h  ?h  GENE_INHIBITION_GENE  ?a   => ?a  GENE_BINDING_GENE  ?b	0.08235022	0.136139837	0.136883591	17088	125518	124836	?b
?h  GENE_INHIBITION_GENE  ?a  ?b  GENE_REACTION_GENE  ?h   => ?a  GENE_BINDING_GENE  ?b	0.07656238	0.128285463	0.131274737	15887	123841	121021	?b
?h  GENE_ACTIVATION_GENE  ?a  ?b  GENE_REACTION_GENE  ?h   => ?a  GENE_BINDING_GENE  ?b	0.138512993	0.103459571	0.106500369	28742	277809	269877	?b
?g  GENE_ACTIVATION_GENE  ?a  ?g  GENE_CATALYSIS_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.128518004	0.1120443	0.113537378	26668	238013	234883	?b
?b  GENE_CATALYSIS_GENE  ?g  ?g  GENE_INHIBITION_GENE  ?a   => ?a  GENE_BINDING_GENE  ?b	0.064398759	0.104076451	0.106084181	13363	128396	125966	?b
?g  GENE_ACTIVATION_GENE  ?a  ?g  GENE_REACTION_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.137621443	0.104000204	0.107313975	28557	274586	266107	?b
?g  GENE_BINDING_GENE  ?b  ?g  GENE_INHIBITION_GENE  ?a   => ?a  GENE_BINDING_GENE  ?b	0.082538168	0.111655834	0.111655834	17127	153391	153391	?b
?g  GENE_CATALYSIS_GENE  ?b  ?g  GENE_INHIBITION_GENE  ?a   => ?a  GENE_BINDING_GENE  ?b	0.073439548	0.128035153	0.129159392	15239	119022	117986	?b
?g  GENE_INHIBITION_GENE  ?a  ?g  GENE_REACTION_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.076345516	0.124019477	0.127685984	15842	127738	124070	?b
?b  GENE_ACTIVATION_GENE  ?a  ?a  GENE_REACTION_GENE  ?b   => ?a  GENE_CATALYSIS_GENE  ?b	0.014953967	0.562192817	0.573909687	2974	5290	5182	?a
?b  GENE_ACTIVATION_GENE  ?a  ?a  GENE_BINDING_GENE  ?b   => ?a  GENE_CATALYSIS_GENE  ?b	0.014878543	0.524552384	0.568710359	2959	5641	5203	?a
?b  GENE_ACTIVATION_GENE  ?a  ?a  GENE_ACTIVATION_GENE  ?b   => ?a  GENE_CATALYSIS_GENE  ?b	0.013360016	0.62370892	0.639162858	2657	4260	4157	?a
?b  GENE_ACTIVATION_GENE  ?a  ?b  GENE_REACTION_GENE  ?a   => ?a  GENE_CATALYSIS_GENE  ?b	0.015124926	0.567226098	0.580246914	3008	5303	5184	?a
?b  GENE_ACTIVATION_GENE  ?a  ?b  GENE_BINDING_GENE  ?a   => ?a  GENE_CATALYSIS_GENE  ?b	0.014863458	0.523185841	0.566935175	2956	5650	5214	?a
?a  GENE_ACTIVATION_GENE  ?b  ?a  GENE_REACTION_GENE  ?b   => ?a  GENE_CATALYSIS_GENE  ?b	0.015909331	0.596643409	0.605898123	3164	5303	5222	?a
?b  GENE_CATALYSIS_GENE  ?a  ?a  GENE_REACTION_GENE  ?b   => ?a  GENE_CATALYSIS_GENE  ?b	0.358216385	0.618599401	0.620934003	71241	115165	114732	?a
?a  GENE_BINDING_GENE  ?b  ?a  GENE_GENE  ?b   => ?a  GENE_CATALYSIS_GENE  ?b	0.190107453	0.327455396	0.42444654	37808	115460	89076	?a
?a  GENE_ACTIVATION_GENE  ?b  ?a  GENE_GENE  ?b   => ?a  GENE_CATALYSIS_GENE  ?b	0.017860286	0.286868034	0.413023256	3552	12382	8600	?a
?b  GENE_REACTION_GENE  ?a  ?a  GENE_REACTION_GENE  ?b   => ?a  GENE_CATALYSIS_GENE  ?b	0.373884361	0.458007133	0.540640564	74357	162349	137535	?a
?a  GENE_ACTIVATION_GENE  ?b  ?a  GENE_BINDING_GENE  ?b   => ?a  GENE_CATALYSIS_GENE  ?b	0.015874133	0.558761062	0.607933757	3157	5650	5193	?a
?a  GENE_ACTIVATION_GENE  ?b  ?b  GENE_REACTION_GENE  ?a   => ?a  GENE_CATALYSIS_GENE  ?b	0.016185884	0.608506616	0.616312464	3219	5290	5223	?a
?a  GENE_ACTIVATION_GENE  ?b  ?b  GENE_BINDING_GENE  ?a   => ?a  GENE_CATALYSIS_GENE  ?b	0.015924416	0.561425279	0.612454071	3167	5641	5171	?a
?a  GENE_ACTIVATION_GENE  ?b  ?b  GENE_CATALYSIS_GENE  ?a   => ?a  GENE_CATALYSIS_GENE  ?b	0.015366282	0.646088795	0.647046369	3056	4730	4723	?a
?a  GENE_BINDING_GENE  ?b  ?b  GENE_CATALYSIS_GENE  ?a   => ?a  GENE_CATALYSIS_GENE  ?b	0.18186115	0.592713984	0.59697945	36168	61021	60585	?a
?b  GENE_BINDING_GENE  ?a  ?a  GENE_GENE  ?b   => ?a  GENE_CATALYSIS_GENE  ?b	0.190092369	0.326592142	0.424008255	37805	115756	89161	?a
