Assuming rdf:type as type relation
Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 4192002 facts in 26.74 s using 3990 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 16 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?a  DRUG_CATALYSIS_GENE  ?g  ?g  GENE_PTMOD_GENE  ?b   => ?a  DRUG_CATALYSIS_GENE  ?b	0.028366311	0.124304623	0.18886622	648	5213	3431	?b
?a  DRUG_REACTION_GENE  ?g  ?g  GENE_PTMOD_GENE  ?b   => ?a  DRUG_CATALYSIS_GENE  ?b	0.028016109	0.180586907	0.292370946	640	3544	2189	?b
?a  DRUG_CATALYSIS_GENE  ?h  ?h  GENE_BINDING_GENE  ?b   => ?a  DRUG_REACTION_GENE  ?b	0.238382619	0.038420727	0.126179759	4345	113090	34435	?b
?a  DRUG_CATALYSIS_GENE  ?h  ?b  GENE_BINDING_GENE  ?h   => ?a  DRUG_CATALYSIS_GENE  ?b	0.479294344	0.096816695	0.219234312	10949	113090	49942	?b
?a  DRUG_CATALYSIS_GENE  ?g  ?g  GENE_ACTIVATION_GENE  ?b   => ?a  DRUG_CATALYSIS_GENE  ?b	0.042768342	0.091308411	0.191193738	977	10700	5110	?b
?a  DRUG_REACTION_GENE  ?g  ?g  GENE_ACTIVATION_GENE  ?b   => ?a  DRUG_CATALYSIS_GENE  ?b	0.041586412	0.074691407	0.155533726	950	12719	6108	?b
?a  DRUG_REACTION_GENE  ?g  ?g  GENE_CATALYSIS_GENE  ?b   => ?a  DRUG_REACTION_GENE  ?b	0.913370275	0.150585681	0.317394952	16648	110555	52452	?b
?a  DRUG_ACTIVATION_GENE  ?b  ?b  GENE_DRUG  ?a   => ?a  DRUG_BINDACT_GENE  ?b	0.176207513	0.018696024	0.129180328	197	10537	1525	?a
?a  DRUG_ACTIVATION_GENE  ?b  ?a  DRUG_BINDING_GENE  ?b   => ?a  DRUG_BINDACT_GENE  ?b	0.168157424	0.167707404	0.400852878	188	1121	469	?a
?a  DRUG_BINDING_GENE  ?b  ?a  DRUG_INHIBITION_GENE  ?b   => ?a  DRUG_BINDACT_GENE  ?b	0.025939177	0.009351822	0.119834711	29	3101	242	?a
?a  DRUG_ACTIVATION_GENE  ?b  ?a  DRUG_CATALYSIS_GENE  ?b   => ?a  DRUG_BINDACT_GENE  ?b	0.075134168	0.113821138	0.240687679	84	738	349	?a
?a  DRUG_ACTIVATION_GENE  ?b  ?a  DRUG_REACTION_GENE  ?b   => ?a  DRUG_BINDACT_GENE  ?b	0.027728086	0.115241636	0.174157303	31	269	178	?a
?a  DRUG_CATALYSIS_GENE  ?g  ?g  GENE_BINDING_GENE  ?b   => ?a  DRUG_CATALYSIS_GENE  ?b	0.479294344	0.096816695	0.219234312	10949	113090	49942	?b
?a  DRUG_CATALYSIS_GENE  ?g  ?g  GENE_CATALYSIS_GENE  ?b   => ?a  DRUG_CATALYSIS_GENE  ?b	0.175013133	0.03538147	0.110883071	3998	112997	36056	?b
?a  DRUG_REACTION_GENE  ?h  ?b  GENE_GENE  ?h   => ?a  DRUG_REACTION_GENE  ?b	0.985351402	0.061853824	0.211460799	17960	290362	84933	?b
?b  GENE_BINDING_GENE  ?a  ?a  GENE_INHIBITION_GENE  ?b   => ?a  GENE_ACTIVATION_GENE  ?b	0.015670087	0.1152033	0.276325088	391	3394	1415	?b
?a  DRUG_BINDING_GENE  ?b  ?b  GENE_DRUG  ?a   => ?a  DRUG_BINDACT_GENE  ?b	0.813059034	0.011250557	0.143760873	909	80796	6323	?a
?a  DRUG_CATALYSIS_GENE  ?h  ?b  GENE_CATALYSIS_GENE  ?h   => ?a  DRUG_CATALYSIS_GENE  ?b	0.186263351	0.037268006	0.111717909	4255	114173	38087	?b
?b  GENE_ACTIVATION_GENE  ?a  ?b  GENE_BINDING_GENE  ?a   => ?a  GENE_ACTIVATION_GENE  ?b	0.259858929	0.722209846	0.776712985	6484	8978	8348	?b
?a  DRUG_CATALYSIS_GENE  ?h  ?b  GENE_REACTION_GENE  ?h   => ?a  DRUG_CATALYSIS_GENE  ?b	0.254683943	0.037999073	0.113287639	5818	153109	51356	?b
?b  GENE_ACTIVATION_GENE  ?a  ?b  GENE_CATALYSIS_GENE  ?a   => ?a  GENE_ACTIVATION_GENE  ?b	0.258295928	0.730146143	0.806028014	6445	8827	7996	?b
?b  GENE_CATALYSIS_GENE  ?a  ?a  GENE_INHIBITION_GENE  ?b   => ?a  GENE_ACTIVATION_GENE  ?b	0.011341776	0.069601574	0.245233969	283	4066	1154	?b
?a  GENE_INHIBITION_GENE  ?b  ?b  GENE_REACTION_GENE  ?a   => ?a  GENE_ACTIVATION_GENE  ?b	0.011983007	0.06938965	0.223467862	299	4309	1338	?b
?a  DRUG_REACTION_GENE  ?g  ?g  GENE_REACTION_GENE  ?b   => ?a  DRUG_REACTION_GENE  ?b	0.969331212	0.123330797	0.307681591	17668	143257	57423	?b
?b  GENE_ACTIVATION_GENE  ?a  ?b  GENE_REACTION_GENE  ?a   => ?a  GENE_ACTIVATION_GENE  ?b	0.256011542	0.763749402	0.797105066	6388	8364	8014	?b
?b  GENE_BINDING_GENE  ?a  ?a  GENE_CATALYSIS_GENE  ?b   => ?a  GENE_ACTIVATION_GENE  ?b	0.251001924	0.066200875	0.121328942	6263	94606	51620	?b
?a  GENE_BINDING_GENE  ?b  ?b  GENE_CATALYSIS_GENE  ?a   => ?a  GENE_ACTIVATION_GENE  ?b	0.236854761	0.062469611	0.116524379	5910	94606	50719	?b
?a  DRUG_CATALYSIS_GENE  ?g  ?g  GENE_REACTION_GENE  ?b   => ?a  DRUG_CATALYSIS_GENE  ?b	0.255822098	0.038070917	0.113363465	5844	153503	51551	?b
?b  GENE_ACTIVATION_GENE  ?a  ?a  GENE_REACTION_GENE  ?b   => ?a  GENE_ACTIVATION_GENE  ?b	0.256011542	0.765396597	0.798599825	6388	8346	7999	?b
?b  GENE_ACTIVATION_GENE  ?a  ?a  GENE_CATALYSIS_GENE  ?b   => ?a  GENE_ACTIVATION_GENE  ?b	0.258295928	0.864636437	0.896134594	6445	7454	7192	?b
?b  GENE_BINDING_GENE  ?a  ?b  GENE_CATALYSIS_GENE  ?a   => ?a  GENE_ACTIVATION_GENE  ?b	0.236854761	0.062469611	0.116524379	5910	94606	50719	?b
?b  GENE_ACTIVATION_GENE  ?a  ?b  GENE_GENE  ?a   => ?a  GENE_ACTIVATION_GENE  ?b	0.283824944	0.331244153	0.506254915	7082	21380	13989	?b
?a  GENE_INHIBITION_GENE  ?b  ?a  GENE_REACTION_GENE  ?b   => ?a  GENE_ACTIVATION_GENE  ?b	0.012063161	0.069805195	0.224459359	301	4312	1341	?b
?a  GENE_BINDING_GENE  ?b  ?a  GENE_INHIBITION_GENE  ?b   => ?a  GENE_ACTIVATION_GENE  ?b	0.015670087	0.1152033	0.276325088	391	3394	1415	?b
?b  GENE_ACTIVATION_GENE  ?a  ?a  GENE_GENE  ?b   => ?a  GENE_ACTIVATION_GENE  ?b	0.283824944	0.330950044	0.505929418	7082	21399	13998	?b
?a  GENE_CATALYSIS_GENE  ?b  ?a  GENE_INHIBITION_GENE  ?b   => ?a  GENE_ACTIVATION_GENE  ?b	0.01522924	0.083498132	0.259385666	380	4551	1465	?b
?b  GENE_ACTIVATION_GENE  ?a  ?a  GENE_BINDING_GENE  ?b   => ?a  GENE_ACTIVATION_GENE  ?b	0.259858929	0.722209846	0.776712985	6484	8978	8348	?b
?a  DRUG_REACTION_GENE  ?g  ?g  GENE_GENE  ?b   => ?a  DRUG_REACTION_GENE  ?b	0.984308992	0.061745858	0.210380047	17941	290562	85279	?b
?a  DRUG_REACTION_GENE  ?h  ?b  GENE_CATALYSIS_GENE  ?h   => ?a  DRUG_CATALYSIS_GENE  ?b	0.192742077	0.035723848	0.107183719	4403	123251	41079	?b
?a  GENE_ACTIVATION_GENE  ?h  ?b  GENE_INHIBITION_GENE  ?h   => ?a  GENE_ACTIVATION_GENE  ?b	0.090974671	0.081312462	0.143299034	2270	27917	15841	?b
?h  GENE_ACTIVATION_GENE  ?a  ?b  GENE_ACTIVATION_GENE  ?h   => ?a  GENE_ACTIVATION_GENE  ?b	0.335243668	0.116912885	0.150655572	8365	71549	55524	?b
?a  GENE_ACTIVATION_GENE  ?h  ?b  GENE_ACTIVATION_GENE  ?h   => ?a  GENE_ACTIVATION_GENE  ?b	0.422891953	0.118302595	0.173970389	10552	89195	60654	?b
?a  GENE_BINDING_GENE  ?b  ?a  GENE_CATALYSIS_GENE  ?b   => ?a  GENE_ACTIVATION_GENE  ?b	0.251001924	0.066200875	0.121328942	6263	94606	51620	?b
?a  GENE_ACTIVATION_GENE  ?g  ?g  GENE_INHIBITION_GENE  ?b   => ?a  GENE_ACTIVATION_GENE  ?b	0.09073421	0.1108337	0.161196155	2264	20427	14045	?b
?h  GENE_ACTIVATION_GENE  ?b  ?a  GENE_ACTIVATION_GENE  ?h   => ?a  GENE_ACTIVATION_GENE  ?b	0.588289516	0.2051601	0.2051601	14679	71549	71549	?b
?a  GENE_ACTIVATION_GENE  ?h  ?b  GENE_BINDING_GENE  ?h   => ?a  GENE_ACTIVATION_GENE  ?b	0.861413915	0.056300914	0.110710496	21494	381770	194146	?b
?a  DRUG_BINDINH_GENE  ?b  ?a  DRUG_CATALYSIS_GENE  ?b   => ?a  DRUG_INHIBITION_GENE  ?b	0.012921462	0.703296703	0.719101124	192	273	267	?a
?a  DRUG_BINDING_GENE  ?b  ?a  DRUG_CATALYSIS_GENE  ?b   => ?a  DRUG_INHIBITION_GENE  ?b	0.084393297	0.291695743	0.365917712	1254	4299	3427	?a
?a  GENE_ACTIVATION_GENE  ?h  ?h  GENE_BINDING_GENE  ?b   => ?a  GENE_ACTIVATION_GENE  ?b	0.861413915	0.056300914	0.110710496	21494	381770	194146	?b
?a  GENE_PTMOD_GENE  ?h  ?h  GENE_UNDEREXPRESSED_ANATOMY  ?b   => ?a  GENE_UNDEREXPRESSED_ANATOMY  ?b	0.0168416	0.121271998	0.13020419	1964	16195	15084	?a
?a  GENE_ACTIVATION_GENE  ?h  ?h  GENE_UNDEREXPRESSED_ANATOMY  ?b   => ?a  GENE_UNDEREXPRESSED_ANATOMY  ?b	0.040920628	0.09980758	0.113233514	4772	47812	42143	?a
?g  GENE_INHIBITION_GENE  ?a  ?g  GENE_UNDEREXPRESSED_ANATOMY  ?b   => ?a  GENE_UNDEREXPRESSED_ANATOMY  ?b	0.026351444	0.108177562	0.120580734	3073	28407	25485	?a
?g  GENE_PTMOD_GENE  ?a  ?g  GENE_UNDEREXPRESSED_ANATOMY  ?b   => ?a  GENE_UNDEREXPRESSED_ANATOMY  ?b	0.0168416	0.121271998	0.13020419	1964	16195	15084	?a
?a  GENE_INHIBITION_GENE  ?h  ?h  GENE_UNDEREXPRESSED_ANATOMY  ?b   => ?a  GENE_UNDEREXPRESSED_ANATOMY  ?b	0.022492625	0.108276574	0.117813511	2623	24225	22264	?a
?g  GENE_ACTIVATION_GENE  ?a  ?g  GENE_UNDEREXPRESSED_ANATOMY  ?b   => ?a  GENE_UNDEREXPRESSED_ANATOMY  ?b	0.045276806	0.081491542	0.121897726	5280	64792	43315	?a
?h  GENE_PATHWAY  ?b  ?a  GENE_PTMOD_GENE  ?h   => ?a  GENE_PATHWAY  ?b	0.117165167	0.147872878	0.148213585	14345	97009	96786	?a
?a  GENE_INHIBITION_GENE  ?h  ?h  GENE_PATHWAY  ?b   => ?a  GENE_PATHWAY  ?b	0.122637503	0.148580985	0.166877834	15015	101056	89976	?a
?a  GENE_ACTIVATION_GENE  ?h  ?h  GENE_PATHWAY  ?b   => ?a  GENE_PATHWAY  ?b	0.209614976	0.126311645	0.129548116	25664	203180	198104	?a
?g  GENE_PATHWAY  ?b  ?g  GENE_PTMOD_GENE  ?a   => ?a  GENE_PATHWAY  ?b	0.117165167	0.147872878	0.148213585	14345	97009	96786	?a
?g  GENE_INHIBITION_GENE  ?a  ?g  GENE_PATHWAY  ?b   => ?a  GENE_PATHWAY  ?b	0.146331901	0.210215073	0.220360872	17916	85227	81303	?a
?g  GENE_ACTIVATION_GENE  ?a  ?g  GENE_PATHWAY  ?b   => ?a  GENE_PATHWAY  ?b	0.220167601	0.137017496	0.140061728	26956	196734	192458	?a
?a  GENE_PTMOD_GENE  ?h  ?h  GENE_UNDEREXPRESSED_ANATOMY  ?b   => ?a  GENE_OVEREXPRESSED_ANATOMY  ?b	0.014120518	0.105032417	0.10835085	1701	16195	15699	?a
?h  GENE_OVEREXPRESSED_ANATOMY  ?b  ?a  GENE_PTMOD_GENE  ?h   => ?a  GENE_OVEREXPRESSED_ANATOMY  ?b	0.020080855	0.131646259	0.136312408	2419	18375	17746	?a
?a  GENE_INHIBITION_GENE  ?h  ?h  GENE_OVEREXPRESSED_ANATOMY  ?b   => ?a  GENE_OVEREXPRESSED_ANATOMY  ?b	0.025493305	0.122477467	0.130083023	3071	25074	23608	?a
?a  GENE_ACTIVATION_GENE  ?h  ?h  GENE_OVEREXPRESSED_ANATOMY  ?b   => ?a  GENE_OVEREXPRESSED_ANATOMY  ?b	0.047151407	0.110471449	0.116188684	5680	51416	48886	?a
?g  GENE_BINDING_GENE  ?a  ?g  GENE_UNDEREXPRESSED_ANATOMY  ?b   => ?a  GENE_UNDEREXPRESSED_ANATOMY  ?b	0.290260342	0.094426575	0.1082015	33849	358469	312833	?a
?a  GENE_BINDING_GENE  ?h  ?h  GENE_UNDEREXPRESSED_ANATOMY  ?b   => ?a  GENE_UNDEREXPRESSED_ANATOMY  ?b	0.290260342	0.094426575	0.1082015	33849	358469	312833	?a
?g  GENE_INHIBITION_GENE  ?a  ?g  GENE_OVEREXPRESSED_ANATOMY  ?b   => ?a  GENE_OVEREXPRESSED_ANATOMY  ?b	0.030673319	0.122168954	0.132304497	3695	30245	27928	?a
?g  GENE_OVEREXPRESSED_ANATOMY  ?b  ?g  GENE_PTMOD_GENE  ?a   => ?a  GENE_OVEREXPRESSED_ANATOMY  ?b	0.020080855	0.131646259	0.136312408	2419	18375	17746	?a
?g  GENE_PTMOD_GENE  ?a  ?g  GENE_UNDEREXPRESSED_ANATOMY  ?b   => ?a  GENE_OVEREXPRESSED_ANATOMY  ?b	0.014120518	0.105032417	0.10835085	1701	16195	15699	?a
?g  GENE_ACTIVATION_GENE  ?a  ?g  GENE_OVEREXPRESSED_ANATOMY  ?b   => ?a  GENE_OVEREXPRESSED_ANATOMY  ?b	0.053526809	0.095388849	0.1259498	6448	67597	51195	?a
?a  GENE_BINDING_GENE  ?h  ?h  GENE_OVEREXPRESSED_ANATOMY  ?b   => ?a  GENE_OVEREXPRESSED_ANATOMY  ?b	0.31241128	0.103121258	0.11063422	37634	364949	340166	?a
?h  DIS_PHENOTYPE  ?b  ?a  GENE_DIS  ?h   => ?a  GENE_PHENOTYPE  ?b	0.046121882	0.527168357	0.529500039	6704	12717	12661	?b
?g  GENE_CATALYSIS_GENE  ?a  ?g  GENE_OVEREXPRESSED_ANATOMY  ?b   => ?a  GENE_OVEREXPRESSED_ANATOMY  ?b	0.181582727	0.094065942	0.10081671	21874	232539	216968	?a
?g  GENE_BINDING_GENE  ?a  ?g  GENE_OVEREXPRESSED_ANATOMY  ?b   => ?a  GENE_OVEREXPRESSED_ANATOMY  ?b	0.31241128	0.103121258	0.11063422	37634	364949	340166	?a
?a  GENE_GENE  ?h  ?h  GENE_UNDEREXPRESSED_ANATOMY  ?b   => ?a  GENE_UNDEREXPRESSED_ANATOMY  ?b	0.607986897	0.091604898	0.105527855	70901	773987	671870	?a
?b  DRUG_BINDING_GENE  ?a  ?b  DRUG_REACTION_GENE  ?a   => ?a  GENE_DRUG  ?b	0.014601716	0.9064283	0.9064283	2383	2629	2629	?b
?b  DRUG_CATALYSIS_GENE  ?a  ?b  DRUG_REACTION_GENE  ?a   => ?a  GENE_DRUG  ?b	0.011207108	0.904997526	0.905445545	1829	2021	2020	?b
?g  GENE_GENE  ?a  ?g  GENE_UNDEREXPRESSED_ANATOMY  ?b   => ?a  GENE_UNDEREXPRESSED_ANATOMY  ?b	0.607480963	0.091576233	0.105494211	70842	773585	671525	?a
?b  DRUG_BINDING_GENE  ?a  ?b  DRUG_INHIBITION_GENE  ?a   => ?a  GENE_DRUG  ?b	0.017101716	0.900032248	0.910009782	2791	3101	3067	?b
?g  IS_A  ?b  ?g  PART_OF  ?a   => ?a  IS_A  ?b	0.013058739	0.098019299	0.103903096	1544	15752	14860	?a
?h  IS_A  ?b  ?a  PART_OF  ?h   => ?a  IS_A  ?b	0.024874191	0.140690777	0.149304498	2941	20904	19698	?a
?b  DRUG_REACTION_GENE  ?h  ?a  GENE_ACTIVATION_GENE  ?h   => ?a  GENE_DRUG  ?b	0.018455882	0.192116341	0.192116341	3012	15678	15678	?b
?b  DRUG_CATALYSIS_GENE  ?h  ?a  GENE_ACTIVATION_GENE  ?h   => ?a  GENE_DRUG  ?b	0.011145833	0.110523757	0.110564065	1819	16458	16452	?b
?b  DRUG_CATALYSIS_GENE  ?h  ?h  GENE_ACTIVATION_GENE  ?a   => ?a  GENE_DRUG  ?b	0.010330882	0.157570093	0.157761767	1686	10700	10687	?b
?b  DRUG_CATALYSIS_GENE  ?h  ?h  GENE_BINDING_GENE  ?a   => ?a  GENE_DRUG  ?b	0.09786152	0.141223804	0.141530418	15971	113090	112845	?b
?b  DRUG_CATALYSIS_GENE  ?h  ?a  GENE_BINDING_GENE  ?h   => ?a  GENE_DRUG  ?b	0.09786152	0.141223804	0.141530418	15971	113090	112845	?b
?b  DRUG_REACTION_GENE  ?h  ?a  GENE_BINDING_GENE  ?h   => ?a  GENE_DRUG  ?b	0.13276348	0.177022313	0.177022313	21667	122397	122397	?b
?b  DRUG_REACTION_GENE  ?h  ?a  GENE_CATALYSIS_GENE  ?h   => ?a  GENE_DRUG  ?b	0.131109069	0.173605082	0.173605082	21397	123251	123251	?b
?b  DRUG_REACTION_GENE  ?g  ?g  GENE_ACTIVATION_GENE  ?a   => ?a  GENE_DRUG  ?b	0.014215686	0.182404277	0.182404277	2320	12719	12719	?b
?b  GENE_ACTIVATION_GENE  ?a  ?a  GENE_ACTIVATION_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.027906777	0.785939394	0.787370978	6484	8250	8235	?a
?b  GENE_ACTIVATION_GENE  ?a  ?a  GENE_CATALYSIS_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.025436312	0.792862892	0.793821357	5910	7454	7445	?a
?b  GENE_ACTIVATION_GENE  ?a  ?a  GENE_REACTION_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.026985732	0.751258088	0.752881844	6270	8346	8328	?a
?b  GENE_INHIBITION_GENE  ?a  ?a  GENE_REACTION_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.010548968	0.568809469	0.569073601	2451	4309	4307	?a
?b  GENE_ACTIVATION_GENE  ?a  ?b  GENE_CATALYSIS_GENE  ?a   => ?a  GENE_BINDING_GENE  ?b	0.026955605	0.709527586	0.711138867	6263	8827	8807	?a
?b  GENE_ACTIVATION_GENE  ?a  ?b  GENE_REACTION_GENE  ?a   => ?a  GENE_BINDING_GENE  ?b	0.026955605	0.7488044	0.750509287	6263	8364	8345	?a
?b  GENE_INHIBITION_GENE  ?a  ?b  GENE_REACTION_GENE  ?a   => ?a  GENE_BINDING_GENE  ?b	0.01056188	0.569109462	0.56937355	2454	4312	4310	?a
?b  GENE_CATALYSIS_GENE  ?a  ?b  GENE_INHIBITION_GENE  ?a   => ?a  GENE_BINDING_GENE  ?b	0.010006671	0.51087673	0.512001762	2325	4551	4541	?a
?a  GENE_ACTIVATION_GENE  ?b  ?a  GENE_CATALYSIS_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.026955605	0.709527586	0.71259529	6263	8827	8789	?a
?a  GENE_ACTIVATION_GENE  ?b  ?a  GENE_REACTION_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.026955605	0.7488044	0.748983497	6263	8364	8362	?a
?a  GENE_ACTIVATION_GENE  ?b  ?b  GENE_CATALYSIS_GENE  ?a   => ?a  GENE_BINDING_GENE  ?b	0.025436312	0.792862892	0.792969274	5910	7454	7453	?a
?a  GENE_INHIBITION_GENE  ?b  ?a  GENE_REACTION_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.01056188	0.569109462	0.569505686	2454	4312	4309	?a
?a  GENE_CATALYSIS_GENE  ?b  ?a  GENE_INHIBITION_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.010006671	0.51087673	0.51415303	2325	4551	4522	?a
?a  GENE_INHIBITION_GENE  ?b  ?b  GENE_REACTION_GENE  ?a   => ?a  GENE_BINDING_GENE  ?b	0.010548968	0.568809469	0.569205759	2451	4309	4306	?a
?a  GENE_ACTIVATION_GENE  ?b  ?b  GENE_REACTION_GENE  ?a   => ?a  GENE_BINDING_GENE  ?b	0.026985732	0.751258088	0.751348113	6270	8346	8345	?a
?b  DRUG_REACTION_GENE  ?g  ?g  GENE_BINDING_GENE  ?a   => ?a  GENE_DRUG  ?b	0.13276348	0.177022313	0.177022313	21667	122397	122397	?b
?b  DRUG_REACTION_GENE  ?h  ?h  GENE_REACTION_GENE  ?a   => ?a  GENE_DRUG  ?b	0.130171569	0.148292928	0.148292928	21244	143257	143257	?b
?b  DRUG_REACTION_GENE  ?h  ?a  GENE_REACTION_GENE  ?h   => ?a  GENE_DRUG  ?b	0.129932598	0.149913749	0.149913749	21205	141448	141448	?b
?b  DRUG_REACTION_GENE  ?h  ?h  GENE_CATALYSIS_GENE  ?a   => ?a  GENE_DRUG  ?b	0.121464461	0.179304419	0.179304419	19823	110555	110555	?b
?a  GENE_GENE  ?h  ?h  GENE_OVEREXPRESSED_ANATOMY  ?b   => ?a  GENE_OVEREXPRESSED_ANATOMY  ?b	0.627337855	0.096125764	0.103685684	75571	786168	728847	?a
?b  GENE_CATALYSIS_GENE  ?a  ?a  GENE_CATALYSIS_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.371705868	0.410879525	0.412825881	86364	210193	209202	?a
?h  GENE_INHIBITION_GENE  ?a  ?b  GENE_INHIBITION_GENE  ?h   => ?a  GENE_BINDING_GENE  ?b	0.019359143	0.265494038	0.269309065	4498	16942	16702	?a
?b  GENE_REACTION_GENE  ?a  ?a  GENE_REACTION_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.581230498	0.431698234	0.454062814	135046	312825	297417	?a
?a  GENE_INHIBITION_GENE  ?h  ?b  GENE_INHIBITION_GENE  ?h   => ?a  GENE_BINDING_GENE  ?b	0.031547914	0.287597599	0.296257376	7330	25487	24742	?a
?h  GENE_BINDING_GENE  ?a  ?b  GENE_INHIBITION_GENE  ?h   => ?a  GENE_BINDING_GENE  ?b	0.084038822	0.11395057	0.11395057	19526	171355	171355	?a
?a  GENE_ACTIVATION_GENE  ?h  ?b  GENE_INHIBITION_GENE  ?h   => ?a  GENE_BINDING_GENE  ?b	0.01565775	0.130314862	0.13664363	3638	27917	26624	?a
?g  GENE_GENE  ?a  ?g  GENE_OVEREXPRESSED_ANATOMY  ?b   => ?a  GENE_OVEREXPRESSED_ANATOMY  ?b	0.627362759	0.096160649	0.103694211	75574	785914	728816	?a
?b  GENE_INHIBITION_GENE  ?h  ?h  GENE_REACTION_GENE  ?a   => ?a  GENE_BINDING_GENE  ?b	0.071983473	0.102131168	0.105781455	16725	163760	158109	?a
?h  GENE_CATALYSIS_GENE  ?a  ?b  GENE_INHIBITION_GENE  ?h   => ?a  GENE_BINDING_GENE  ?b	0.064826013	0.10685225	0.10776815	15062	140961	139763	?a
?b  GENE_INHIBITION_GENE  ?h  ?a  GENE_REACTION_GENE  ?h   => ?a  GENE_BINDING_GENE  ?b	0.072026512	0.104689934	0.108412583	16735	159853	154364	?a
?a  GENE_BINDING_GENE  ?h  ?b  GENE_INHIBITION_GENE  ?h   => ?a  GENE_BINDING_GENE  ?b	0.084038822	0.11395057	0.11395057	19526	171355	171355	?a
?h  GENE_ACTIVATION_GENE  ?a  ?b  GENE_ACTIVATION_GENE  ?h   => ?a  GENE_BINDING_GENE  ?b	0.047795304	0.155208319	0.160252248	11105	71549	69297	?a
?b  GENE_ACTIVATION_GENE  ?h  ?a  GENE_INHIBITION_GENE  ?h   => ?a  GENE_BINDING_GENE  ?b	0.01565775	0.130314862	0.136162886	3638	27917	26718	?a
?a  GENE_ACTIVATION_GENE  ?h  ?b  GENE_ACTIVATION_GENE  ?h   => ?a  GENE_BINDING_GENE  ?b	0.090989692	0.237020012	0.246160474	21141	89195	85883	?a
?b  GENE_BINDING_GENE  ?h  ?a  GENE_INHIBITION_GENE  ?h   => ?a  GENE_BINDING_GENE  ?b	0.084038822	0.11395057	0.119592579	19526	171355	163271	?a
?h  GENE_INHIBITION_GENE  ?b  ?a  GENE_INHIBITION_GENE  ?h   => ?a  GENE_BINDING_GENE  ?b	0.019359143	0.265494038	0.273867511	4498	16942	16424	?a
?h  GENE_BINDING_GENE  ?b  ?a  GENE_INHIBITION_GENE  ?h   => ?a  GENE_BINDING_GENE  ?b	0.084038822	0.11395057	0.119592579	19526	171355	163271	?a
?h  GENE_CATALYSIS_GENE  ?b  ?a  GENE_INHIBITION_GENE  ?h   => ?a  GENE_BINDING_GENE  ?b	0.064826013	0.10685225	0.112232124	15062	140961	134204	?a
?a  GENE_INHIBITION_GENE  ?h  ?h  GENE_REACTION_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.071983473	0.102131168	0.107630331	16725	163760	155393	?a
?a  GENE_INHIBITION_GENE  ?h  ?b  GENE_REACTION_GENE  ?h   => ?a  GENE_BINDING_GENE  ?b	0.072026512	0.104689934	0.110420502	16735	159853	151557	?a
?h  GENE_ACTIVATION_GENE  ?b  ?a  GENE_ACTIVATION_GENE  ?h   => ?a  GENE_BINDING_GENE  ?b	0.047795304	0.155208319	0.160979358	11105	71549	68984	?a
?a  GENE_ACTIVATION_GENE  ?h  ?b  GENE_BINDING_GENE  ?h   => ?a  GENE_BINDING_GENE  ?b	0.157791216	0.096031642	0.103508539	36662	381770	354193	?a
?a  GENE_ACTIVATION_GENE  ?h  ?b  GENE_REACTION_GENE  ?h   => ?a  GENE_BINDING_GENE  ?b	0.142327143	0.095514137	0.102536038	33069	346221	322511	?a
?a  GENE_ACTIVATION_GENE  ?h  ?h  GENE_BINDING_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.157791216	0.096031642	0.103508539	36662	381770	354193	?a
?a  GENE_ACTIVATION_GENE  ?h  ?h  GENE_CATALYSIS_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.118556457	0.094453684	0.101428303	27546	291635	271581	?a
?g  GENE_ACTIVATION_GENE  ?a  ?g  GENE_ACTIVATION_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.169024511	0.136282559	0.140692284	39272	288166	279134	?a
?a  GENE_ACTIVATION_GENE  ?h  ?h  GENE_REACTION_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.14148357	0.094614898	0.101614808	32873	347440	323506	?a
?a  GENE_BINDING_GENE  ?g  ?g  GENE_INHIBITION_GENE  ?b   => ?a  GENE_BINDING_GENE  ?b	0.101547268	0.173628282	0.173628282	23594	135888	135888	?a
