Assuming rdf:type as type relation
Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 4234072 facts in 33.33 s using 6539 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 16 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?b  INTACT::COLOCALIZATION::Gene:Gene  ?h  ?a  INTACT::PHOSPHORYLATION REACTION::Gene:Gene  ?h   => ?a  INTACT::PHOSPHORYLATION REACTION::Gene:Gene  ?b	0.051094891	0.033910035	0.135359116	49	1445	362	?b
?h  INTACT::COLOCALIZATION::Gene:Gene  ?b  ?a  INTACT::PHOSPHORYLATION REACTION::Gene:Gene  ?h   => ?a  INTACT::PHOSPHORYLATION REACTION::Gene:Gene  ?b	0.051094891	0.031130877	0.10745614	49	1574	456	?b
?h  INTACT::DIRECT INTERACTION::Gene:Gene  ?b  ?a  INTACT::PHOSPHORYLATION REACTION::Gene:Gene  ?h   => ?a  INTACT::PHOSPHORYLATION REACTION::Gene:Gene  ?b	0.125130344	0.027403517	0.126448894	120	4379	949	?b
?a  INTACT::PHOSPHORYLATION REACTION::Gene:Gene  ?h  ?h  INTACT::PHYSICAL ASSOCIATION::Gene:Gene  ?b   => ?a  INTACT::PHOSPHORYLATION REACTION::Gene:Gene  ?b	0.346193952	0.020842489	0.104996837	332	15929	3162	?b
?b  GNBR::Rg::Gene:Gene  ?h  ?a  bioarx::VirGenHumGen:Gene:Gene  ?h   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.054404145	0.034768212	0.362068966	21	604	58	?b
?b  GNBR::I::Gene:Gene  ?h  ?a  bioarx::VirGenHumGen:Gene:Gene  ?h   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.015544041	0.035928144	0.428571429	6	167	14	?b
?b  GNBR::B::Gene:Gene  ?h  ?a  bioarx::VirGenHumGen:Gene:Gene  ?h   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.025906736	0.022522523	0.294117647	10	444	34	?b
?b  INTACT::PHOSPHORYLATION REACTION::Gene:Gene  ?h  ?a  bioarx::VirGenHumGen:Gene:Gene  ?h   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.012953368	0.032679739	0.384615385	5	153	13	?b
?b  GNBR::V+::Gene:Gene  ?h  ?a  bioarx::VirGenHumGen:Gene:Gene  ?h   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.038860104	0.036057692	0.333333333	15	416	45	?b
?b  GNBR::H::Gene:Gene  ?h  ?a  bioarx::VirGenHumGen:Gene:Gene  ?h   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.028497409	0.093220339	0.44	11	118	25	?b
?b  INTACT::DIRECT INTERACTION::Gene:Gene  ?h  ?a  bioarx::VirGenHumGen:Gene:Gene  ?h   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.150259067	0.115079365	0.666666667	58	504	87	?b
?b  GNBR::Q::Gene:Gene  ?h  ?a  bioarx::VirGenHumGen:Gene:Gene  ?h   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.049222798	0.03442029	0.395833333	19	552	48	?b
?b  INTACT::COLOCALIZATION::Gene:Gene  ?h  ?a  bioarx::VirGenHumGen:Gene:Gene  ?h   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.03626943	0.053639847	0.451612903	14	261	31	?b
?b  GNBR::E+::Gene:Gene  ?h  ?a  bioarx::VirGenHumGen:Gene:Gene  ?h   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.015544041	0.022304833	0.3	6	269	20	?b
?b  Hetionet::GcG::Gene:Gene  ?h  ?a  bioarx::VirGenHumGen:Gene:Gene  ?h   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.015544041	0.008298755	0.545454545	6	723	11	?b
?g  INTACT::DIRECT INTERACTION::Gene:Gene  ?b  ?a  bioarx::VirGenHumGen:Gene:Gene  ?g   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.152849741	0.109461967	0.67816092	59	539	87	?b
?b  STRING::INHIBITION::Gene:Gene  ?h  ?a  bioarx::VirGenHumGen:Gene:Gene  ?h   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.025906736	0.011723329	0.212765957	10	853	47	?b
?g  Hetionet::GcG::Gene:Gene  ?b  ?a  bioarx::VirGenHumGen:Gene:Gene  ?g   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.015544041	0.00955414	0.545454545	6	628	11	?b
?g  GNBR::B::Gene:Gene  ?b  ?a  bioarx::VirGenHumGen:Gene:Gene  ?g   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.025906736	0.020366599	0.322580645	10	491	31	?b
?g  INTACT::COLOCALIZATION::Gene:Gene  ?b  ?a  bioarx::VirGenHumGen:Gene:Gene  ?g   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.049222798	0.084444444	0.5	19	225	38	?b
?g  GNBR::Q::Gene:Gene  ?b  ?a  bioarx::VirGenHumGen:Gene:Gene  ?g   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.044041451	0.029310345	0.354166667	17	580	48	?b
?g  STRING::INHIBITION::Gene:Gene  ?b  ?a  bioarx::VirGenHumGen:Gene:Gene  ?g   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.025906736	0.011862396	0.227272727	10	843	44	?b
?g  GNBR::I::Gene:Gene  ?b  ?a  bioarx::VirGenHumGen:Gene:Gene  ?g   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.015544041	0.038461538	0.428571429	6	156	14	?b
?g  GNBR::Rg::Gene:Gene  ?b  ?a  bioarx::VirGenHumGen:Gene:Gene  ?g   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.054404145	0.033175355	0.355932203	21	633	59	?b
?g  GNBR::H::Gene:Gene  ?b  ?a  bioarx::VirGenHumGen:Gene:Gene  ?g   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.028497409	0.080882353	0.5	11	136	22	?b
?b  STRING::ACTIVATION::Gene:Gene  ?h  ?a  bioarx::VirGenHumGen:Gene:Gene  ?h   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.07253886	0.010744436	0.220472441	28	2606	127	?b
?g  STRING::ACTIVATION::Gene:Gene  ?b  ?a  bioarx::VirGenHumGen:Gene:Gene  ?g   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.075129534	0.011586097	0.233870968	29	2503	124	?b
?b  INTACT::PHYSICAL ASSOCIATION::Gene:Gene  ?h  ?a  bioarx::VirGenHumGen:Gene:Gene  ?h   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.383419689	0.024088542	0.331838565	148	6144	446	?b
?b  INTACT::ASSOCIATION::Gene:Gene  ?h  ?a  bioarx::VirGenHumGen:Gene:Gene  ?h   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.227979275	0.017713366	0.270769231	88	4968	325	?b
?g  INTACT::ASSOCIATION::Gene:Gene  ?b  ?a  bioarx::VirGenHumGen:Gene:Gene  ?g   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.35492228	0.022367347	0.189488243	137	6125	723	?b
?g  GNBR::E+::Gene:Gene  ?b  ?a  bioarx::VirGenHumGen:Gene:Gene  ?g   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.015544041	0.020979021	0.230769231	6	286	26	?b
?g  GNBR::V+::Gene:Gene  ?b  ?a  bioarx::VirGenHumGen:Gene:Gene  ?g   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.038860104	0.038860104	0.340909091	15	386	44	?b
?b  bioarx::HumGenHumGen:Gene:Gene  ?h  ?a  bioarx::VirGenHumGen:Gene:Gene  ?h   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.81865285	0.037605617	0.151196172	316	8403	2090	?b
?g  INTACT::PHYSICAL ASSOCIATION::Gene:Gene  ?b  ?a  bioarx::VirGenHumGen:Gene:Gene  ?g   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.360103627	0.023667632	0.324766355	139	5873	428	?b
?b  Hetionet::GiG::Gene:Gene  ?h  ?a  bioarx::VirGenHumGen:Gene:Gene  ?h   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.370466321	0.019751381	0.170441001	143	7240	839	?b
?g  bioarx::HumGenHumGen:Gene:Gene  ?b  ?a  bioarx::VirGenHumGen:Gene:Gene  ?g   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.829015544	0.037919185	0.152235966	320	8439	2102	?b
?g  Hetionet::GiG::Gene:Gene  ?b  ?a  bioarx::VirGenHumGen:Gene:Gene  ?g   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.39119171	0.008800047	0.177022274	151	17159	853	?b
?g  Hetionet::Gr>G::Gene:Gene  ?b  ?a  bioarx::VirGenHumGen:Gene:Gene  ?g   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.196891192	0.009805186	0.174311927	76	7751	436	?b
?b  STRING::OTHER::Gene:Gene  ?h  ?a  bioarx::VirGenHumGen:Gene:Gene  ?h   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.528497409	0.021732183	0.277929155	204	9387	734	?b
?b  Hetionet::Gr>G::Gene:Gene  ?h  ?a  bioarx::VirGenHumGen:Gene:Gene  ?h   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.272020725	0.011297611	0.214723926	105	9294	489	?b
?g  STRING::OTHER::Gene:Gene  ?b  ?a  bioarx::VirGenHumGen:Gene:Gene  ?g   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.528497409	0.021942562	0.273825503	204	9297	745	?b
?b  STRING::BINDING::Gene:Gene  ?h  ?a  bioarx::VirGenHumGen:Gene:Gene  ?h   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.458549223	0.018522394	0.287804878	177	9556	615	?b
?b  STRING::CATALYSIS::Gene:Gene  ?h  ?a  bioarx::VirGenHumGen:Gene:Gene  ?h   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.303108808	0.01370826	0.226305609	117	8535	517	?b
?b  STRING::REACTION::Gene:Gene  ?h  ?a  bioarx::VirGenHumGen:Gene:Gene  ?h   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.388601036	0.017439833	0.273722628	150	8601	548	?b
?g  STRING::BINDING::Gene:Gene  ?b  ?a  bioarx::VirGenHumGen:Gene:Gene  ?g   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.455958549	0.018448637	0.285251216	176	9540	617	?b
?g  STRING::REACTION::Gene:Gene  ?b  ?a  bioarx::VirGenHumGen:Gene:Gene  ?g   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.388601036	0.01750496	0.282485876	150	8569	531	?b
?a  GNBR::K::Compound:Gene  ?h  ?b  INTACT::DIRECT INTERACTION::Gene:Gene  ?h   => ?a  GNBR::K::Compound:Gene  ?b	0.070218732	0.123325453	0.293621013	626	5076	2132	?b
?g  STRING::CATALYSIS::Gene:Gene  ?b  ?a  bioarx::VirGenHumGen:Gene:Gene  ?g   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.323834197	0.014766686	0.239463602	125	8465	522	?b
?a  GNBR::K::Compound:Gene  ?h  ?h  INTACT::DIRECT INTERACTION::Gene:Gene  ?b   => ?a  GNBR::K::Compound:Gene  ?b	0.070330903	0.111466667	0.264333895	627	5625	2372	?b
?h  GNBR::Te::Gene:Disease  ?b  ?a  INTACT::DIRECT INTERACTION::Gene:Gene  ?h   => ?a  GNBR::Te::Gene:Disease  ?b	0.077750611	0.107432432	0.334736842	159	1480	475	?a
?g  GNBR::Te::Gene:Disease  ?b  ?g  INTACT::DIRECT INTERACTION::Gene:Gene  ?a   => ?a  GNBR::Te::Gene:Disease  ?b	0.077750611	0.100952381	0.31610338	159	1575	503	?a
?h  GNBR::Te::Gene:Disease  ?b  ?a  INTACT::PHYSICAL ASSOCIATION::Gene:Gene  ?h   => ?a  GNBR::Te::Gene:Disease  ?b	0.067481663	0.012891172	0.13130352	138	10705	1051	?a
?h  GNBR::Te::Gene:Disease  ?b  ?a  bioarx::HumGenHumGen:Gene:Gene  ?h   => ?a  GNBR::Te::Gene:Disease  ?b	0.172127139	0.025444557	0.120259652	352	13834	2927	?a
?g  GNBR::Te::Gene:Disease  ?b  ?g  bioarx::HumGenHumGen:Gene:Gene  ?a   => ?a  GNBR::Te::Gene:Disease  ?b	0.171638142	0.025695461	0.119063772	351	13660	2948	?a
?g  GNBR::Te::Gene:Disease  ?b  ?g  INTACT::PHYSICAL ASSOCIATION::Gene:Gene  ?a   => ?a  GNBR::Te::Gene:Disease  ?b	0.06797066	0.018299105	0.137896825	139	7596	1008	?a
?b  GNBR::Q::Gene:Gene  ?h  ?a  Hetionet::DdG::Disease:Gene  ?h   => ?a  Hetionet::DaG::Disease:Gene  ?b	0.026338894	0.0772698	0.103137086	240	3106	2327	?b
?b  GNBR::V+::Gene:Gene  ?h  ?a  Hetionet::DaG::Disease:Gene  ?h   => ?a  Hetionet::DaG::Disease:Gene  ?b	0.157594381	0.088211807	0.120855075	1436	16279	11882	?b
?b  GNBR::Rg::Gene:Gene  ?h  ?a  Hetionet::DaG::Disease:Gene  ?h   => ?a  Hetionet::DaG::Disease:Gene  ?b	0.133669886	0.067378437	0.107133433	1218	18077	11369	?b
?b  GNBR::I::Gene:Gene  ?h  ?a  Hetionet::DaG::Disease:Gene  ?h   => ?a  Hetionet::DaG::Disease:Gene  ?b	0.08834504	0.098027277	0.140906704	805	8212	5713	?b
?a  Hetionet::DaG::Disease:Gene  ?h  ?b  INTACT::PHOSPHORYLATION REACTION::Gene:Gene  ?h   => ?a  Hetionet::DaG::Disease:Gene  ?b	0.023705004	0.126241964	0.206698565	216	1711	1045	?b
?b  GNBR::H::Gene:Gene  ?h  ?a  Hetionet::DaG::Disease:Gene  ?h   => ?a  Hetionet::DaG::Disease:Gene  ?b	0.037752414	0.089583333	0.133333333	344	3840	2580	?b
?a  Hetionet::DaG::Disease:Gene  ?h  ?b  STRING::EXPRESSION::Gene:Gene  ?h   => ?a  Hetionet::DaG::Disease:Gene  ?b	0.06738367	0.156752617	0.174580608	614	3917	3517	?b
?a  Hetionet::DaG::Disease:Gene  ?h  ?b  INTACT::DIRECT INTERACTION::Gene:Gene  ?h   => ?a  Hetionet::DaG::Disease:Gene  ?b	0.128950834	0.128009587	0.214925919	1175	9179	5467	?b
?b  GNBR::E+::Gene:Gene  ?h  ?a  Hetionet::DdG::Disease:Gene  ?h   => ?a  Hetionet::DaG::Disease:Gene  ?b	0.011962248	0.080621302	0.1124871	109	1352	969	?b
?b  GNBR::E+::Gene:Gene  ?h  ?a  Hetionet::DuG::Disease:Gene  ?h   => ?a  Hetionet::DaG::Disease:Gene  ?b	0.021949078	0.07459903	0.101163379	200	2681	1977	?b
?a  Hetionet::DaG::Disease:Gene  ?h  ?b  INTACT::COLOCALIZATION::Gene:Gene  ?h   => ?a  Hetionet::DaG::Disease:Gene  ?b	0.0309482	0.076505697	0.133207369	282	3686	2117	?b
?a  Hetionet::DaG::Disease:Gene  ?h  ?b  STRING::PTMOD::Gene:Gene  ?h   => ?a  Hetionet::DaG::Disease:Gene  ?b	0.062884109	0.052419724	0.107666291	573	10931	5322	?b
?a  Hetionet::DaG::Disease:Gene  ?h  ?b  STRING::INHIBITION::Gene:Gene  ?h   => ?a  Hetionet::DaG::Disease:Gene  ?b	0.132352941	0.052569635	0.103439403	1206	22941	11659	?b
?g  GNBR::E+::Gene:Gene  ?b  ?a  Hetionet::DdG::Disease:Gene  ?g   => ?a  Hetionet::DaG::Disease:Gene  ?b	0.011742757	0.088723051	0.114683816	107	1206	933	?b
?g  GNBR::Rg::Gene:Gene  ?b  ?a  Hetionet::DaG::Disease:Gene  ?g   => ?a  Hetionet::DaG::Disease:Gene  ?b	0.133889377	0.065373486	0.104874065	1220	18662	11633	?b
?g  GNBR::V+::Gene:Gene  ?b  ?a  Hetionet::DaG::Disease:Gene  ?g   => ?a  Hetionet::DaG::Disease:Gene  ?b	0.153533802	0.090170802	0.124278227	1399	15515	11257	?b
?g  GNBR::B::Gene:Gene  ?b  ?a  Hetionet::DaG::Disease:Gene  ?g   => ?a  Hetionet::DaG::Disease:Gene  ?b	0.074407375	0.055059282	0.101466627	678	12314	6682	?b
?g  GNBR::H::Gene:Gene  ?b  ?a  Hetionet::DaG::Disease:Gene  ?g   => ?a  Hetionet::DaG::Disease:Gene  ?b	0.038410887	0.089262943	0.13148009	350	3921	2662	?b
?a  Hetionet::DaG::Disease:Gene  ?g  ?g  INTACT::PHOSPHORYLATION REACTION::Gene:Gene  ?b   => ?a  Hetionet::DaG::Disease:Gene  ?b	0.023924495	0.138062065	0.210831721	218	1579	1034	?b
?a  Hetionet::DaG::Disease:Gene  ?g  ?g  STRING::EXPRESSION::Gene:Gene  ?b   => ?a  Hetionet::DaG::Disease:Gene  ?b	0.069359087	0.155895412	0.18372093	632	4054	3440	?b
?a  Hetionet::DaG::Disease:Gene  ?g  ?g  INTACT::COLOCALIZATION::Gene:Gene  ?b   => ?a  Hetionet::DaG::Disease:Gene  ?b	0.033691835	0.073234733	0.131477516	307	4192	2335	?b
?a  Hetionet::DaG::Disease:Gene  ?g  ?g  INTACT::DIRECT INTERACTION::Gene:Gene  ?b   => ?a  Hetionet::DaG::Disease:Gene  ?b	0.131804214	0.119371832	0.199170813	1201	10061	6030	?b
?g  GNBR::I::Gene:Gene  ?b  ?a  Hetionet::DaG::Disease:Gene  ?g   => ?a  Hetionet::DaG::Disease:Gene  ?b	0.088235294	0.096103275	0.142527921	804	8366	5641	?b
?a  Hetionet::DaG::Disease:Gene  ?g  ?g  STRING::INHIBITION::Gene:Gene  ?b   => ?a  Hetionet::DaG::Disease:Gene  ?b	0.13191396	0.051825982	0.101916229	1202	23193	11794	?b
?a  Hetionet::DaG::Disease:Gene  ?g  ?g  STRING::PTMOD::Gene:Gene  ?b   => ?a  Hetionet::DaG::Disease:Gene  ?b	0.063762072	0.051898169	0.105349048	581	11195	5515	?b
?a  GNBR::K::Compound:Gene  ?b  ?a  Hetionet::CbG::Compound:Gene  ?b   => ?a  DRUGBANK::carrier::Compound:Gene  ?b	0.013307985	0.088607595	0.233333333	7	79	30	?a
?a  GNBR::K::Compound:Gene  ?b  ?a  bioarx::DrugHumGen:Compound:Gene  ?b   => ?a  DRUGBANK::carrier::Compound:Gene  ?b	0.015209125	0.093023256	0.275862069	8	86	29	?a
?a  GNBR::E::Compound:Gene  ?b  ?a  Hetionet::CbG::Compound:Gene  ?b   => ?a  DRUGBANK::carrier::Compound:Gene  ?b	0.024714829	0.08125	0.228070175	13	160	57	?a
?a  GNBR::E::Compound:Gene  ?b  ?a  bioarx::DrugHumGen:Compound:Gene  ?b   => ?a  DRUGBANK::carrier::Compound:Gene  ?b	0.030418251	0.091954023	0.290909091	16	174	55	?a
?b  DGIDB::BINDER::Gene:Compound  ?h  ?h  Hetionet::CrC::Compound:Compound  ?a   => ?a  DRUGBANK::carrier::Compound:Gene  ?b	0.015209125	0.056737589	0.242424242	8	141	33	?a
?a  DRUGBANK::carrier::Compound:Gene  ?h  ?b  INTACT::DIRECT INTERACTION::Gene:Gene  ?h   => ?a  DRUGBANK::carrier::Compound:Gene  ?b	0.538022814	0.683574879	0.683574879	283	414	414	?a
?b  DGIDB::BINDER::Gene:Compound  ?h  ?a  Hetionet::CrC::Compound:Compound  ?h   => ?a  DRUGBANK::carrier::Compound:Gene  ?b	0.020912548	0.074324324	0.261904762	11	148	42	?a
?a  DRUGBANK::carrier::Compound:Gene  ?h  ?h  INTACT::DIRECT INTERACTION::Gene:Gene  ?b   => ?a  DRUGBANK::carrier::Compound:Gene  ?b	0.538022814	0.482112436	0.482112436	283	587	587	?a
?h  DRUGBANK::carrier::Compound:Gene  ?b  ?a  Hetionet::CrC::Compound:Compound  ?h   => ?a  DRUGBANK::carrier::Compound:Gene  ?b	0.16730038	0.128279883	0.575163399	88	686	153	?a
?g  DRUGBANK::carrier::Compound:Gene  ?b  ?g  Hetionet::CrC::Compound:Compound  ?a   => ?a  DRUGBANK::carrier::Compound:Gene  ?b	0.188212928	0.142446043	0.540983607	99	695	183	?a
?h  GNBR::J::Gene:Disease  ?b  ?a  INTACT::DIRECT INTERACTION::Gene:Gene  ?h   => ?a  GNBR::J::Gene:Disease  ?b	0.073059361	0.125964415	0.201841806	1600	12702	7927	?a
?g  GNBR::J::Gene:Disease  ?b  ?g  INTACT::DIRECT INTERACTION::Gene:Gene  ?a   => ?a  GNBR::J::Gene:Disease  ?b	0.073744292	0.116128568	0.181603508	1615	13907	8893	?a
?a  Hetionet::DdG::Disease:Gene  ?h  ?b  INTACT::DIRECT INTERACTION::Gene:Gene  ?h   => ?a  Hetionet::DdG::Disease:Gene  ?b	0.031227173	0.097159091	0.268867925	171	1760	636	?b
?a  Hetionet::DdG::Disease:Gene  ?h  ?b  bioarx::HumGenHumGen:Gene:Gene  ?h   => ?a  Hetionet::DdG::Disease:Gene  ?b	0.079985391	0.035494327	0.102504095	438	12340	4273	?b
?a  Hetionet::DdG::Disease:Gene  ?g  ?g  INTACT::DIRECT INTERACTION::Gene:Gene  ?b   => ?a  Hetionet::DdG::Disease:Gene  ?b	0.030861943	0.100296736	0.277960526	169	1685	608	?b
?a  INTACT::ASSOCIATION::Compound:Gene  ?b  ?a  INTACT::PHYSICAL ASSOCIATION::Compound:Gene  ?b   => ?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?b	0.016393443	0.1	1	2	20	2	?b
?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?h  ?b  INTACT::DIRECT INTERACTION::Gene:Gene  ?h   => ?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?b	0.237704918	0.094155844	0.568627451	29	308	51	?b
?b  INTACT::DIRECT INTERACTION::Gene:Gene  ?h  ?a  INTACT::PHYSICAL ASSOCIATION::Compound:Gene  ?h   => ?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?b	0.06557377	0.016129032	0.258064516	8	496	31	?b
?b  GNBR::Rg::Gene:Gene  ?h  ?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?h   => ?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?b	0.016393443	0.006578947	0.25	2	304	8	?b
?a  GNBR::E::Compound:Gene  ?b  ?a  bioarx::DrugHumGen:Compound:Gene  ?b   => ?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?b	0.016393443	0.011494253	0.1	2	174	20	?b
?b  GNBR::Q::Gene:Gene  ?h  ?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?h   => ?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?b	0.016393443	0.007168459	0.25	2	279	8	?b
?b  GNBR::Q::Gene:Gene  ?h  ?a  INTACT::PHYSICAL ASSOCIATION::Compound:Gene  ?h   => ?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?b	0.016393443	0.006644518	0.2	2	301	10	?b
?a  Hetionet::DdG::Disease:Gene  ?g  ?g  bioarx::HumGenHumGen:Gene:Gene  ?b   => ?a  Hetionet::DdG::Disease:Gene  ?b	0.080715851	0.036179095	0.104368359	442	12217	4235	?b
?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?h  ?b  STRING::INHIBITION::Gene:Gene  ?h   => ?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?b	0.081967213	0.021231423	0.37037037	10	471	27	?b
?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?h  ?b  INTACT::PHYSICAL ASSOCIATION::Gene:Gene  ?h   => ?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?b	0.180327869	0.011578947	0.271604938	22	1900	81	?b
?a  INTACT::PHYSICAL ASSOCIATION::Compound:Gene  ?h  ?b  INTACT::PHYSICAL ASSOCIATION::Gene:Gene  ?h   => ?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?b	0.06557377	0.003423192	0.108108108	8	2337	74	?b
?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?h  ?b  INTACT::PHOSPHORYLATION REACTION::Gene:Gene  ?h   => ?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?b	0.049180328	0.070588235	0.6	6	85	10	?b
?b  INTACT::COLOCALIZATION::Gene:Gene  ?h  ?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?h   => ?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?b	0.06557377	0.060606061	0.4	8	132	20	?b
?b  INTACT::COLOCALIZATION::Gene:Gene  ?h  ?a  INTACT::PHYSICAL ASSOCIATION::Compound:Gene  ?h   => ?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?b	0.040983607	0.037878788	0.357142857	5	132	14	?b
?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?h  ?h  INTACT::DIRECT INTERACTION::Gene:Gene  ?b   => ?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?b	0.237704918	0.064876957	0.527272727	29	447	55	?b
?a  INTACT::ASSOCIATION::Compound:Gene  ?h  ?b  INTACT::COLOCALIZATION::Gene:Gene  ?h   => ?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?b	0.016393443	0.003883495	0.105263158	2	515	19	?b
?b  INTACT::ASSOCIATION::Gene:Gene  ?h  ?a  INTACT::PHYSICAL ASSOCIATION::Compound:Gene  ?h   => ?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?b	0.081967213	0.007027407	0.166666667	10	1423	60	?b
?b  INTACT::ASSOCIATION::Gene:Gene  ?h  ?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?h   => ?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?b	0.114754098	0.009817672	0.208955224	14	1426	67	?b
?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?h  ?b  STRING::ACTIVATION::Gene:Gene  ?h   => ?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?b	0.081967213	0.006591958	0.243902439	10	1517	41	?b
?h  DRUGBANK::carrier::Compound:Gene  ?b  ?a  DRUGBANK::ddi-interactor-in::Compound:Compound  ?h   => ?a  DRUGBANK::carrier::Compound:Gene  ?b	0.659695817	0.015242028	0.101225204	347	22766	3428	?a
?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?h  ?b  bioarx::HumGenHumGen:Gene:Gene  ?h   => ?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?b	0.295081967	0.014035088	0.206896552	36	2565	174	?b
?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?h  ?h  STRING::INHIBITION::Gene:Gene  ?b   => ?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?b	0.081967213	0.020876827	0.384615385	10	479	26	?b
?h  INTACT::COLOCALIZATION::Gene:Gene  ?b  ?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?h   => ?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?b	0.073770492	0.065693431	0.45	9	137	20	?b
?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?h  ?h  bioarx::HumGenHumGen:Gene:Gene  ?b   => ?a  INTACT::DIRECT INTERACTION::Compound:Gene  ?b	0.295081967	0.013915733	0.215568862	36	2587	167	?b
