Assuming rdf:type as type relation
Loading files... 
  Starting train_completed_TransE.txt
  Finished train_completed_TransE.txt, still running: 0
Loaded 4242902 facts in 36.40 s using 7727 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 16 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?a  GNBR::B::Compound:Gene  ?g  ?g  INTACT::DIRECT_INTERACTION::Gene:Gene  ?b   => ?a  GNBR::B::Compound:Gene  ?b	0.093550806	0.108643588	0.2453294	499	4593	2034	?b
?a  STRING::EXPRESSION::Gene:Gene  ?b  ?b  STRING::REACTION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.011111111	0.068181818	0.428571429	3	44	7	?a
?b  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?a  ?b  STRING::REACTION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.059259259	0.347826087	0.432432432	16	46	37	?a
?a  INTACT::PHYSICAL_ASSOCIATION::Gene:Gene  ?b  ?b  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.107407407	0.604166667	0.725	29	48	40	?a
?a  Hetionet::GiG::Gene:Gene  ?b  ?b  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.059259259	0.421052632	0.571428571	16	38	28	?a
?b  STRING::EXPRESSION::Gene:Gene  ?a  ?b  STRING::REACTION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.011111111	0.068181818	0.428571429	3	44	7	?a
?b  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?a  ?a  STRING::CATALYSIS::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.048148148	0.265306122	0.333333333	13	49	39	?a
?a  INTACT::ASSOCIATION::Gene:Gene  ?b  ?b  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.022222222	0.461538462	0.666666667	6	13	9	?a
?a  GNBR::B::Compound:Gene  ?g  ?g  INTACT::PHOSPHORYLATION_REACTION::Gene:Gene  ?b   => ?a  GNBR::B::Compound:Gene  ?b	0.024371954	0.131313131	0.224137931	130	990	580	?b
?a  GNBR::B::Compound:Gene  ?g  ?g  INTACT::COLOCALIZATION::Gene:Gene  ?b   => ?a  GNBR::B::Compound:Gene  ?b	0.019872516	0.049905838	0.148667602	106	2124	713	?b
?a  INTACT::DIRECT_INTERACTION::Gene:Gene  ?b  ?b  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.022222222	0.6	0.75	6	10	8	?a
?a  INTACT::DIRECT_INTERACTION::Gene:Gene  ?b  ?b  STRING::CATALYSIS::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.018518519	0.009107468	0.15625	5	549	32	?a
?b  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?a  ?a  STRING::REACTION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.059259259	0.290909091	0.355555556	16	55	45	?a
?b  INTACT::DIRECT_INTERACTION::Gene:Gene  ?a  ?b  STRING::CATALYSIS::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.014814815	0.007246377	0.19047619	4	552	21	?a
?b  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?a  ?a  STRING::OTHER::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.033333333	0.529411765	0.818181818	9	17	11	?a
?a  GNBR::Rg::Gene:Gene  ?b  ?b  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.018518519	0.714285714	0.833333333	5	7	6	?a
?b  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?a  ?a  STRING::EXPRESSION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.011111111	1	1	3	3	3	?a
?b  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?a  ?a  STRING::ACTIVATION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.018518519	0.714285714	0.833333333	5	7	6	?a
?b  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?a  ?a  STRING::INHIBITION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.014814815	0.444444444	0.8	4	9	5	?a
?b  INTACT::DIRECT_INTERACTION::Gene:Gene  ?a  ?b  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.022222222	0.461538462	0.6	6	13	10	?a
?b  GNBR::Rg::Gene:Gene  ?a  ?b  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.018518519	0.833333333	1	5	6	5	?a
?b  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?a  ?a  STRING::PTMOD::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.011111111	0.5	0.75	3	6	4	?a
?b  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?a  ?b  STRING::INHIBITION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.014814815	0.4	0.8	4	10	5	?a
?b  INTACT::PHYSICAL_ASSOCIATION::Gene:Gene  ?a  ?b  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.107407407	0.491525424	0.604166667	29	59	48	?a
?b  Hetionet::GiG::Gene:Gene  ?a  ?b  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.059259259	0.333333333	0.484848485	16	48	33	?a
?b  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?a  ?b  STRING::OTHER::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.033333333	0.45	0.818181818	9	20	11	?a
?b  INTACT::ASSOCIATION::Gene:Gene  ?a  ?b  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.022222222	0.352941176	0.5	6	17	12	?a
?b  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?a  ?b  STRING::PTMOD::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.011111111	0.6	0.75	3	5	4	?a
?b  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?a  ?b  STRING::ACTIVATION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.018518519	0.833333333	0.833333333	5	6	6	?a
?b  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?a  ?b  STRING::EXPRESSION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.011111111	1	1	3	3	3	?a
?a  INTACT::DIRECT_INTERACTION::Gene:Gene  ?b  ?b  STRING::REACTION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.014814815	0.006259781	0.137931034	4	639	29	?a
?b  INTACT::PHYSICAL_ASSOCIATION::Gene:Gene  ?a  ?b  STRING::EXPRESSION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.011111111	0.075	0.375	3	40	8	?a
?a  GNBR::B::Compound:Gene  ?g  ?g  INTACT::PHYSICAL_ASSOCIATION::Gene:Gene  ?b   => ?a  GNBR::B::Compound:Gene  ?b	0.137232846	0.027760922	0.109728676	732	26368	6671	?b
?a  INTACT::DIRECT_INTERACTION::Gene:Gene  ?b  ?b  INTACT::PHYSICAL_ASSOCIATION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.025925926	0.005809129	0.120689655	7	1205	58	?a
?b  INTACT::DIRECT_INTERACTION::Gene:Gene  ?a  ?b  INTACT::PHYSICAL_ASSOCIATION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.025925926	0.00464499	0.102941176	7	1507	68	?a
?b  INTACT::PHYSICAL_ASSOCIATION::Gene:Gene  ?a  ?a  STRING::EXPRESSION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.011111111	0.068181818	0.428571429	3	44	7	?a
?b  GNBR::Rg::Gene:Gene  ?a  ?b  STRING::REACTION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.011111111	0.008498584	0.142857143	3	353	21	?a
?a  GNBR::Rg::Gene:Gene  ?b  ?b  INTACT::PHYSICAL_ASSOCIATION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.011111111	0.007042254	0.111111111	3	426	27	?a
?a  INTACT::DIRECT_INTERACTION::Gene:Gene  ?b  ?b  STRING::BINDING::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.018518519	0.004844961	0.119047619	5	1032	42	?a
?b  GNBR::Rg::Gene:Gene  ?a  ?b  INTACT::PHYSICAL_ASSOCIATION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.018518519	0.011037528	0.138888889	5	453	36	?a
?a  INTACT::DIRECT_INTERACTION::Gene:Gene  ?b  ?b  STRING::OTHER::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.018518519	0.013513514	0.263157895	5	370	19	?a
?b  INTACT::DIRECT_INTERACTION::Gene:Gene  ?a  ?b  STRING::OTHER::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.018518519	0.013623978	0.238095238	5	367	21	?a
?b  GNBR::Rg::Gene:Gene  ?a  ?a  INTACT::DIRECT_INTERACTION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.014814815	0.032786885	0.307692308	4	122	13	?a
?b  GNBR::Rg::Gene:Gene  ?a  ?a  INTACT::PHYSICAL_ASSOCIATION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.014814815	0.009389671	0.137931034	4	426	29	?a
?b  INTACT::PHYSICAL_ASSOCIATION::Gene:Gene  ?a  ?b  STRING::INHIBITION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.022222222	0.011131725	0.109090909	6	539	55	?a
?b  INTACT::ASSOCIATION::Gene:Gene  ?a  ?b  STRING::EXPRESSION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.011111111	0.157894737	0.6	3	19	5	?a
?a  GNBR::Rg::Gene:Gene  ?b  ?b  STRING::OTHER::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.014814815	0.011527378	0.16	4	347	25	?a
?b  INTACT::PHYSICAL_ASSOCIATION::Gene:Gene  ?a  ?a  STRING::INHIBITION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.02962963	0.015037594	0.133333333	8	532	60	?a
?a  INTACT::PHYSICAL_ASSOCIATION::Gene:Gene  ?b  ?b  STRING::PTMOD::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.014814815	0.016806723	0.181818182	4	238	22	?a
?b  GNBR::Rg::Gene:Gene  ?a  ?b  INTACT::DIRECT_INTERACTION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.014814815	0.033898305	0.285714286	4	118	14	?a
?b  GNBR::Rg::Gene:Gene  ?a  ?b  STRING::OTHER::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.014814815	0.011560694	0.173913043	4	346	23	?a
?b  STRING::ACTIVATION::Gene:Gene  ?a  ?b  STRING::EXPRESSION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.011111111	0.011070111	0.214285714	3	271	14	?a
?b  GNBR::Rg::Gene:Gene  ?a  ?b  INTACT::ASSOCIATION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.011111111	0.011673152	0.176470588	3	257	17	?a
?b  Hetionet::GiG::Gene:Gene  ?a  ?a  INTACT::DIRECT_INTERACTION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.022222222	0.005545287	0.171428571	6	1082	35	?a
?a  INTACT::PHYSICAL_ASSOCIATION::Gene:Gene  ?b  ?b  STRING::INHIBITION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.025925926	0.013157895	0.127272727	7	532	55	?a
?a  INTACT::DIRECT_INTERACTION::Gene:Gene  ?b  ?a  INTACT::PHYSICAL_ASSOCIATION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.033333333	0.00597213	0.130434783	9	1507	69	?a
?b  Hetionet::GiG::Gene:Gene  ?a  ?b  INTACT::DIRECT_INTERACTION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.014814815	0.003418803	0.1	4	1170	40	?a
?a  INTACT::PHYSICAL_ASSOCIATION::Gene:Gene  ?b  ?a  STRING::EXPRESSION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.011111111	0.075	0.5	3	40	6	?a
?a  INTACT::PHYSICAL_ASSOCIATION::Gene:Gene  ?b  ?a  STRING::INHIBITION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.02962963	0.014842301	0.129032258	8	539	62	?a
?a  INTACT::PHYSICAL_ASSOCIATION::Gene:Gene  ?b  ?a  STRING::PTMOD::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.011111111	0.0125	0.157894737	3	240	19	?a
?a  INTACT::PHYSICAL_ASSOCIATION::Gene:Gene  ?b  ?b  STRING::EXPRESSION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.011111111	0.068181818	0.375	3	44	8	?a
?b  INTACT::DIRECT_INTERACTION::Gene:Gene  ?a  ?a  INTACT::PHYSICAL_ASSOCIATION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.025925926	0.005809129	0.111111111	7	1205	63	?a
?a  GNBR::Rg::Gene:Gene  ?b  ?a  INTACT::PHYSICAL_ASSOCIATION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.014814815	0.008830022	0.129032258	4	453	31	?a
?a  INTACT::ASSOCIATION::Gene:Gene  ?b  ?a  STRING::EXPRESSION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.011111111	0.157894737	0.6	3	19	5	?a
?a  INTACT::PHYSICAL_ASSOCIATION::Gene:Gene  ?b  ?b  STRING::ACTIVATION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.025925926	0.007600434	0.162790698	7	921	43	?a
?a  INTACT::ASSOCIATION::Gene:Gene  ?b  ?b  STRING::ACTIVATION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.014814815	0.005044136	0.148148148	4	793	27	?a
?a  GNBR::Rg::Gene:Gene  ?b  ?b  INTACT::DIRECT_INTERACTION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.014814815	0.032786885	0.333333333	4	122	12	?a
?a  STRING::EXPRESSION::Gene:Gene  ?b  ?a  STRING::REACTION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.011111111	0.068181818	0.428571429	3	44	7	?a
?b  INTACT::PHYSICAL_ASSOCIATION::Gene:Gene  ?a  ?b  STRING::ACTIVATION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.022222222	0.006382979	0.127659574	6	940	47	?a
?b  GNBR::Rg::Gene:Gene  ?a  ?a  STRING::OTHER::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.014814815	0.011527378	0.166666667	4	347	24	?a
?b  GNBR::Rg::Gene:Gene  ?a  ?a  STRING::REACTION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.011111111	0.008450704	0.2	3	355	15	?a
?b  STRING::PTMOD::Gene:Gene  ?a  ?a  STRING::REACTION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.011111111	0.00589391	0.103448276	3	509	29	?a
?b  STRING::ACTIVATION::Gene:Gene  ?a  ?a  STRING::EXPRESSION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.011111111	0.011278195	0.157894737	3	266	19	?a
?b  INTACT::DIRECT_INTERACTION::Gene:Gene  ?a  ?a  STRING::INHIBITION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.011111111	0.018404908	0.2	3	163	15	?a
?b  STRING::EXPRESSION::Gene:Gene  ?a  ?a  STRING::REACTION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.011111111	0.068181818	0.6	3	44	5	?a
?b  INTACT::DIRECT_INTERACTION::Gene:Gene  ?a  ?a  STRING::CATALYSIS::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.011111111	0.005464481	0.1	3	549	30	?a
?a  STRING::CATALYSIS::Gene:Gene  ?b  ?a  STRING::EXPRESSION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.011111111	0.053571429	0.3	3	56	10	?a
?a  INTACT::PHYSICAL_ASSOCIATION::Gene:Gene  ?b  ?a  STRING::ACTIVATION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.022222222	0.006382979	0.139534884	6	940	43	?a
?a  INTACT::DIRECT_INTERACTION::Gene:Gene  ?b  ?a  STRING::REACTION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.014814815	0.00608828	0.121212121	4	657	33	?a
?b  INTACT::ASSOCIATION::Gene:Gene  ?a  ?a  STRING::ACTIVATION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.011111111	0.003783102	0.107142857	3	793	28	?a
?a  STRING::ACTIVATION::Gene:Gene  ?b  ?a  STRING::EXPRESSION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.011111111	0.011070111	0.130434783	3	271	23	?a
?a  STRING::PTMOD::Gene:Gene  ?b  ?a  STRING::REACTION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.011111111	0.005725191	0.1	3	524	30	?a
?a  STRING::CATALYSIS::Gene:Gene  ?b  ?b  STRING::EXPRESSION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.011111111	0.056603774	0.375	3	53	8	?a
?a  STRING::ACTIVATION::Gene:Gene  ?b  ?b  STRING::EXPRESSION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.011111111	0.011278195	0.15	3	266	20	?a
?b  INTACT::PHYSICAL_ASSOCIATION::Gene:Gene  ?a  ?a  STRING::ACTIVATION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.022222222	0.006514658	0.125	6	921	48	?a
?a  INTACT::DIRECT_INTERACTION::Gene:Gene  ?b  ?a  STRING::OTHER::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.025925926	0.019073569	0.28	7	367	25	?a
?a  INTACT::DIRECT_INTERACTION::Gene:Gene  ?b  ?a  STRING::CATALYSIS::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.011111111	0.005434783	0.115384615	3	552	26	?a
?b  INTACT::DIRECT_INTERACTION::Gene:Gene  ?a  ?a  STRING::OTHER::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.018518519	0.013513514	0.217391304	5	370	23	?a
?a  GNBR::Rg::Gene:Gene  ?b  ?a  INTACT::DIRECT_INTERACTION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.014814815	0.033898305	0.4	4	118	10	?a
?a  INTACT::DIRECT_INTERACTION::Gene:Gene  ?b  ?a  STRING::INHIBITION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.011111111	0.018518519	0.2	3	162	15	?a
?a  GNBR::Rg::Gene:Gene  ?b  ?a  STRING::OTHER::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.014814815	0.011560694	0.16	4	346	25	?a
?a  INTACT::ASSOCIATION::Gene:Gene  ?b  ?a  STRING::ACTIVATION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.014814815	0.005031447	0.148148148	4	795	27	?a
?h  GNBR::Q::Gene:Gene  ?a  ?b  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?h   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.011111111	0.005725191	0.15	3	524	20	?a
?b  INTACT::DIRECT_INTERACTION::Gene:Gene  ?h  ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?h   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.348148148	0.14849921	0.14849921	94	633	633	?a
?h  INTACT::DIRECT_INTERACTION::Gene:Gene  ?b  ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?h   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.348148148	0.197894737	0.197894737	94	475	475	?a
?h  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b  ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?h   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.311111111	0.109090909	0.109090909	84	770	770	?a
?a  INTACT::DIRECT_INTERACTION::Gene:Gene  ?h  ?h  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.044444444	0.028235294	0.169014085	12	425	71	?a
?h  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b  ?a  STRING::INHIBITION::Gene:Gene  ?h   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.062962963	0.007548845	0.127819549	17	2252	133	?a
?a  GNBR::Q::Gene:Gene  ?h  ?h  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.014814815	0.006655574	0.129032258	4	601	31	?a
?a  INTACT::PHYSICAL_ASSOCIATION::Gene:Gene  ?h  ?h  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.259259259	0.013730875	0.196078431	70	5098	357	?a
?a  INTACT::COLOCALIZATION::Gene:Gene  ?h  ?h  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.014814815	0.019138756	0.363636364	4	209	11	?a
?a  INTACT::ASSOCIATION::Gene:Gene  ?h  ?h  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.081481481	0.009349766	0.13253012	22	2353	166	?a
?g  INTACT::DIRECT_INTERACTION::Gene:Gene  ?a  ?g  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.044444444	0.02919708	0.169014085	12	411	71	?a
?g  INTACT::COLOCALIZATION::Gene:Gene  ?a  ?g  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.014814815	0.01509434	0.266666667	4	265	15	?a
?g  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b  ?g  STRING::PTMOD::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.014814815	0.005706134	0.102564103	4	701	39	?a
?h  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b  ?a  bioarx::HumGenHumGen:Gene:Gene  ?h   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.107407407	0.007723036	0.201388889	29	3755	144	?a
?g  INTACT::ASSOCIATION::Gene:Gene  ?a  ?g  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.081481481	0.004476094	0.1375	22	4915	160	?a
?g  GNBR::Q::Gene:Gene  ?a  ?g  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.014814815	0.007326007	0.166666667	4	546	24	?a
?g  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b  ?g  STRING::INHIBITION::Gene:Gene  ?a   => ?a  INTACT::UBIQUITINATION_REACTION::Gene:Gene  ?b	0.07037037	0.009030418	0.140740741	19	2104	135	?a
?b  GNBR::Rg::Gene:Gene  ?h  ?a  bioarx::VirGenHumGen:Gene:Gene  ?h   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.052238806	0.029619182	0.272727273	21	709	77	?b
?b  INTACT::DIRECT_INTERACTION::Gene:Gene  ?h  ?a  bioarx::VirGenHumGen:Gene:Gene  ?h   => ?a  bioarx::VirGenHumGen:Gene:Gene  ?b	0.126865672	0.093235832	0.62195122	51	547	82	?b
